name,latency,read_uncached,write,price
Corsair CMY32GX3M4A2400C10 8GB,24,14535,11439,$479.99*
Corsair CMY32GX3M4A2400C11 8GB,24,15373,10948,$249.99*
Corsair CMY32GX3M4A2666C12 8GB,25,15030,10160,$374.99*
Corsair CMY32GX3M4A2800C12 8GB,23,16814,10729,$499.99*
Corsair CMY32GX3M4B2133C11 8GB,27,12586,9620,$236.99*
Corsair CMY32GX3M4B2666C11 8GB,19,18916,11410,NA
Corsair CMY32GX3M4C1600C9 8GB,27,12075,7200,$563.99
Corsair CMY32GX3M4C1866C10 8GB,24,13642,7528,$319.98*
Corsair CMY32GX3M4C2133C11 8GB,21,16439,12085,NA
Corsair CMY64GX3M8A1866C9 8GB,32,11695,9092,$369.99*
Corsair CMY64GX3M8A2133C11 8GB,28,12546,9195,$490.26*
Corsair CMY64GX3M8A2400C11 8GB,29,12172,9217,$464.99*
Corsair CMY8GX3M2A1600C9 4GB,26,14347,8295,$99.99
Corsair CMY8GX3M2A1866C9 4GB,24,14968,9044,$90.30*
Corsair CMY8GX3M2A2133C11 4GB,23,15786,9915,$73.99*
Corsair CMY8GX3M2A2133C8 4GB,19,18086,11884,$99.99*
Corsair CMY8GX3M2A2133C9 4GB,23,16085,9462,$94.99*
Corsair CMY8GX3M2A2400C11 4GB,23,16026,10243,$240.99
Corsair CMY8GX3M2A2666C11 4GB,23,16993,10128,$152.99*
Corsair CMY8GX3M2A2666C12 4GB,22,15825,9495,$271.72*
Corsair CMY8GX3M2A2800C12 4GB,20,17285,10214,$129.99*
Corsair CMY8GX3M2B2133C11 4GB,20,18345,11477,$305.98
Corsair CMY8GX3M2B2133C9 4GB,22,16404,10446,$53.00*
Corsair CMY8GX3M2C1600C9 4GB,27,11347,5783,$295.98
Corsair CMZ12GX3M3A1600C9 4GB,25,13308,8475,$75.99
Corsair CMZ12GX3M3A2000C10 4GB,26,12612,8742,$129.99*
Corsair CMZ16GX3M2A1600C10 8GB,25,14220,9247,$83.71
Corsair CMZ16GX3M2A1600C11 8GB,27,12910,8192,NA
Corsair CMZ16GX3M2A1600C9 8GB,26,13980,8711,$88.99
Corsair CMZ16GX3M2A1866C10 8GB,25,14505,9413,$136.41*
Corsair CMZ16GX3M2A1866C9 8GB,24,14920,9669,$75.99*
Corsair CMZ16GX3M2A2133C10 8GB,24,14956,10285,$109.99*
Corsair CMZ16GX3M2A2400C10 8GB,23,15156,10305,$229.99*
Corsair CMZ16GX3M4A1600C9 4GB,25,13982,9313,$104.74
Corsair CMZ16GX3M4A1866C9 4GB,23,14653,10322,$159.99*
Corsair CMZ16GX3M4A2133C11 4GB,22,15142,10809,$104.99*
Corsair CMZ16GX3M4A2133C9 4GB,22,15024,11116,$189.99*
Corsair CMZ16GX3M4A2400C10 4GB,21,16449,11623,$134.99*
Corsair CMZ16GX3M4A2400C9 4GB,23,15318,11602,NA
Corsair CMZ16GX3M4X1600C9 4GB,25,13860,9673,$121.99*
Corsair CMZ16GX3M4X1600C9G 4GB,26,14969,9298,NA
Corsair CMZ16GX3M4X1866C9 4GB,24,14006,10516,$143.33*
Corsair CMZ16GX3M4X2133C11 4GB,24,14412,10607,$109.99*
Corsair CMZ24GX3M6A1600C9 4GB,24,14797,10247,$155.99
Corsair CMZ32GX3M4A1600C9 8GB,26,13792,9497,$649.99
Corsair CMZ32GX3M4A1866C10 8GB,27,14167,9875,NA
Corsair CMZ32GX3M4A1866C9 8GB,24,14201,10572,$159.99*
Corsair CMZ32GX3M4A2133C10 8GB,26,13712,10738,$289.99*
Corsair CMZ32GX3M4A2400C10 8GB,22,16009,12593,NA
Corsair CMZ32GX3M4X1600C10 8GB,28,13180,9351,$223.87
Corsair CMZ32GX3M4X1866C10 8GB,26,13618,10182,$228.99*
Corsair CMZ32GX3M8X1600C9 4GB,29,12221,10116,$399.99
Corsair CMZ4GX3M1A1600C9 4GB,25,13366,8120,$24.99*
Corsair CMZ4GX3M2A1600C8 2GB,24,11793,8211,NA
Corsair CMZ4GX3M2A1600C9 2GB,25,13564,8160,$109.98
Corsair CMZ4GX3M2A2000C10 2GB,24,14598,9015,$103.84*
Corsair CMZ64GX3M8A1600C9 8GB,28,12308,9877,$339.99
Corsair CMZ64GX3M8A1866C9 8GB,26,13456,10957,$329.99*
Corsair CMZ6GX3M3A1600C8 2GB,24,13349,8091,NA
Corsair CMZ6GX3M3A2000C10 2GB,23,13836,8906,NA
Corsair CMZ8GX3M1A1600C10 8GB,25,12941,7908,$43.99
Corsair CMZ8GX3M1A1600C9 8GB,26,11824,6670,$99.99
Corsair CMZ8GX3M1A1866C10 8GB,27,13546,8129,$58.99*
Corsair CMZ8GX3M2A1600C11 4GB,25,14944,8918,NA
Corsair CMZ8GX3M2A1600C7 4GB,22,15037,9211,NA
Corsair CMZ8GX3M2A1600C8 4GB,24,14318,9176,$63.99*
Corsair CMZ8GX3M2A1600C9 4GB,25,14152,8768,$51.99
Corsair CMZ8GX3M2A1600C9G 4GB,24,14461,9188,NA
Corsair CMZ8GX3M2A1866C10 4GB,30,12372,7791,$41.99*
Corsair CMZ8GX3M2A1866C9 4GB,23,14950,9665,$86.50*
Corsair CMZ8GX3M2A2133C11 4GB,23,15310,10180,$73.99*
Corsair CMZ8GX3M2A2400C10 4GB,22,15895,10656,NA
Corsair CMZ8GX3M2B1600C9 4GB,27,13039,6808,$149.99*
Corsair CMZ8GX3M2X1600C7 4GB,23,14848,9148,$69.99*
Corsair CMZ8GX3M2X1600C8 4GB,25,13824,8608,$94.99*
Corsair CMZ8GX3M2X2133C9 4GB,21,16534,11247,$97.99*
Corsair CMZ8GX3M4X1600C8 2GB,24,14060,8279,NA
Corsair CMZ8GX3M4X1600C9 2GB,24,14358,9231,$129.99
Corsair VS2GB1333D3 2GB,25,13409,8362,$21.99
Corsair VS2GB1333D4 2GB,25,13005,7875,NA
Crucial Technology 16JTF1G64AZ-1G6E1 8GB,23,15892,11108,$48.00
Crucial Technology BL25664BA1336.16SF 2GB,27,14183,8419,NA
Crucial Technology BL25664BA160A.16FG 2GB,23,14269,9478,NA
Crucial Technology BL25664TR1608.16FF 2GB,24,14634,9598,NA
Crucial Technology BL51264BA1339.16FD 4GB,25,13817,8500,NA
Crucial Technology BL51264BA160A.16FH 4GB,23,13439,8908,NA
Crucial Technology BL51264FN2001.Y16F 4GB,19,17667,11684,NA
Crucial Technology BLE2G3D1608DE1TX0. 2GB,19,17590,10212,$7.99*
Crucial Technology BLE2G3D1869DE1TX0. 2GB,24,14773,9571,$30.00*
Crucial Technology BLE4G3D1608DE1TX0. 4GB,25,14935,9372,$72.30*
Crucial Technology BLE4G3D1869DE1TX0. 4GB,22,15870,10135,$33.99*
Crucial Technology BLE4G3D213ACE1TX0. 4GB,22,15399,10376,NA
Crucial Technology BLE4G3D21BCE1J.8FN 4GB,24,12946,9035,NA
Crucial Technology BLE8G3D1869DE1TX0. 8GB,25,14573,9566,$54.99*
Crucial Technology BLE8G3D21BCE1.16FN 8GB,22,16909,11634,$67.99*
Crucial Technology BLS2G3D1609DS1S00. 2GB,23,13845,8830,$23.99*
Crucial Technology BLS4G3D1339DS1S00. 4GB,26,13256,8102,$89.95
Crucial Technology BLS4G3D1609DS1S00. 4GB,24,15044,9500,$34.99*
Crucial Technology BLS4G3D1609ES2LX0. 4GB,24,14708,9508,$38.99*
Crucial Technology BLS4G3D169DS1J.8FE 4GB,23,14369,7972,NA
Crucial Technology BLS4G3D169DS1J.8FN 4GB,25,12128,6888,NA
Crucial Technology BLS4G3D169DS3.16FE 4GB,23,15728,9631,$69.37*
Crucial Technology BLS4G3D169DS3.16FK 4GB,24,14736,9961,$48.99*
Crucial Technology BLS4G3D18ADS3.16FE 4GB,22,15963,10681,$41.70*
Crucial Technology BLS4G3D18ADS3.16FK 4GB,25,15103,10522,NA
Crucial Technology BLS4G3D18ADS3J.8FE 4GB,24,15695,9430,NA
Crucial Technology BLS4G3N169ES4.16FE 4GB,26,13819,9345,$90.68*
Crucial Technology BLS4G3N169ES4.16FK 4GB,25,14282,9737,$44.99*
Crucial Technology BLS4G3N18AES4.16FE 4GB,24,13075,10748,$38.49*
Crucial Technology BLS4G3N18AES4.16FK 4GB,25,13530,10380,NA
Crucial Technology BLS8G3D1339DS1S00. 8GB,28,12040,6835,$84.99*
Crucial Technology BLS8G3D1609DS1S00. 8GB,25,14236,9005,$79.99*
Crucial Technology BLS8G3D1609ES2LX0. 8GB,25,14020,9014,$132.66*
Crucial Technology BLS8G3D169DS3.16FE 8GB,25,14152,8929,$89.99*
Crucial Technology BLS8G3D169DS3.16FN 8GB,24,12059,7012,NA
Crucial Technology BLS8G3D18ADS3.16FE 8GB,24,14971,9946,$78.29*
Crucial Technology BLS8G3N169ES4.16FE 8GB,29,12564,8906,$83.99*
Crucial Technology BLS8G3N18AES4.16FE 8GB,27,13573,9839,$84.99*
Crucial Technology BLT2G3D1608DT1TX0 2GB,23,13593,9405,$7.99*
Crucial Technology BLT2G3D1608DT1TX0. 2GB,27,13532,7609,$9.99*
Crucial Technology BLT2G3D1608DT2TXOB 2GB,24,14717,8564,$36.99*
Crucial Technology BLT2G3D1608DT2TXRG 2GB,26,14642,8163,$9.99*
Crucial Technology BLT2G3D1869DT1TX0. 2GB,21,17725,10282,$8.99*
Crucial Technology BLT4G3D1337DT1TX0. 4GB,25,14230,8420,$65.90*
Crucial Technology BLT4G3D1608DT1TX0. 4GB,24,14700,9269,$92.37*
Crucial Technology BLT4G3D1608DT2TXOB 4GB,24,14987,9307,$33.99*
Crucial Technology BLT4G3D1608DT2TXRG 4GB,25,14779,9366,$39.99*
Crucial Technology BLT4G3D1608ET3LX0. 4GB,25,15005,9358,$22.99*
Crucial Technology BLT4G3D1869DT1TX0. 4GB,23,15536,10287,$44.11*
Crucial Technology BLT4G3D1869DT2TXOB 4GB,22,16303,10902,$22.99*
Crucial Technology BLT4G3D1869DT2TXRG 4GB,23,16063,10457,$33.99*
Crucial Technology BLT8G3D1608DT1TX0. 8GB,25,14276,8980,$79.89*
Crucial Technology BLT8G3D1608DT2TXOB 8GB,25,14386,9049,$77.16*
Crucial Technology BLT8G3D1608DT2TXRG 8GB,25,14465,8997,$55.99*
Crucial Technology BLT8G3D1608ET3LX0. 8GB,25,14815,9370,$36.99*
Crucial Technology BLT8G3D1869DT1TX0. 8GB,24,15359,10013,$54.99*
Crucial Technology CT102464BA1339.C16 8GB,28,11309,6362,$49.90
Crucial Technology CT102464BA1339.M16 8GB,27,12427,7266,$37.99*
Crucial Technology CT102464BA160B.C16 8GB,27,12843,8106,$50.39*
Crucial Technology CT102464BA160B.M16 8GB,29,13029,8414,$69.99*
Crucial Technology CT102464BD160B.C16 8GB,27,13150,8452,$50.00
Crucial Technology CT102464BD160B.M16 8GB,27,12719,7837,$29.99*
Crucial Technology CT102464BD186D.M16 8GB,33,12762,9178,$60.12*
Crucial Technology CT102464BF1339.C16 8GB,29,12227,8190,$61.99
Crucial Technology CT102464BF1339.M16 8GB,29,11056,7720,$51.99*
Crucial Technology CT102464BF160B-16F 8GB,29,12849,9411,NA
Crucial Technology CT102464BF160B.C16 8GB,31,11353,7961,$28.99*
Crucial Technology CT102464BF160B.M16 8GB,30,11980,8454,$41.99*
Crucial Technology CT102464BF160B.T16 8GB,30,10897,6966,NA
Crucial Technology CT102464BF186D.C16 8GB,32,11910,8616,$76.32*
Crucial Technology CT102464BF186D.M16 8GB,28,12812,9484,NA
Crucial Technology CT25664BA1067.M16F 2GB,27,12494,7174,$12.00
Crucial Technology CT25664BA1339.C8FE 2GB,31,11348,6036,NA
Crucial Technology CT25664BA1339.D8F1 2GB,27,13497,7369,NA
Crucial Technology CT25664BA1339.M8FK 2GB,26,13600,7630,NA
Crucial Technology CT25664BA1339.M8FR 2GB,26,13361,7763,NA
Crucial Technology CT25664BA160BJ.C4F 2GB,25,14993,8716,NA
Crucial Technology CT4G3S1067M.C16FKR 4GB,30,10143,6629,$24.99*
Crucial Technology CT51264BA1339.C16F 4GB,27,14026,8504,$22.95
Crucial Technology CT51264BA1339.D16F 4GB,28,10683,7980,NA
Crucial Technology CT51264BA1339.M16F 4GB,26,13149,8255,NA
Crucial Technology CT51264BA1339J.M8F 4GB,27,11441,6071,NA
Crucial Technology CT51264BA160B.C16F 4GB,26,14269,9112,$21.88
Crucial Technology CT51264BA160B.M16F 4GB,26,12722,8873,NA
Crucial Technology CT51264BA160BJ.8F1 4GB,27,13355,8145,NA
Crucial Technology CT51264BA160BJ.C8 4GB,26,13942,8037,NA
Crucial Technology CT51264BA160BJ.C8F 4GB,26,13707,8022,NA
Crucial Technology CT51264BA160BJ.M8F 4GB,29,13480,8434,NA
Crucial Technology CT51264BA160BJ.T8F 4GB,27,12466,8286,NA
Crucial Technology CT51264BC1067.M16F 4GB,31,8802,5137,$24.99*
Crucial Technology CT51264BC1339.M16F 4GB,28,11189,8400,$23.99*
Crucial Technology CT51264BD1339.M16F 4GB,26,11886,8523,$23.99
Crucial Technology CT51264BD160B.C16F 4GB,27,14208,9521,$25.99
Crucial Technology CT51264BD160B.M16F 4GB,25,13448,9591,$23.99*
Crucial Technology CT51264BD160BJ.C8F 4GB,26,12677,8070,NA
Crucial Technology CT51264BD160BJ.M8F 4GB,25,13454,7493,NA
Crucial Technology CT51264BF1339.C16F 4GB,27,10453,6907,$52.24*
Crucial Technology CT51264BF1339.M16F 4GB,28,11513,8230,$21.99*
Crucial Technology CT51264BF1339J.C8F 4GB,29,10332,6337,NA
Crucial Technology CT51264BF160B.C16F 4GB,29,12167,8685,$23.99
Crucial Technology CT51264BF160B.D16F 4GB,27,13277,9905,NA
Crucial Technology CT51264BF160B.M16F 4GB,27,11003,7265,NA
Crucial Technology CT51264BF160BJ.C8F 4GB,28,12217,7835,NA
Crucial Technology CT51264BF160BJ.M8F 4GB,29,11438,7154,NA
Crucial Technology CT51264BF160BJ.T8 4GB,29,11141,7045,NA
Crucial Technology CT51264BF186DJ.M8F 4GB,24,14635,8788,$17.99*
Crucial Technology CT51272BA1339.M18F 4GB,26,14032,8402,$25.00
Crucial Technology CT8G3S1339M.M16FED 8GB,32,10396,7330,NA
Crucial Technology CT8G3S1339M.M16FP 8GB,28,11412,8115,NA
Crucial Technology CT8G3S160BM.C16FPD 8GB,29,12596,8328,$53.95*
Crucial Technology CT8G3S160BM.M16FED 8GB,30,11809,8306,$76.99*
Crucial Technology CT8G3S160BM.M16FJD 8GB,29,11566,8976,NA
Crucial Technology CT8G3S160BM.M16FN 8GB,30,11460,8706,NA
Crucial Technology CT8G3S160BM.M16FP 8GB,36,10530,8028,NA
Crucial Technology CT8G3S186DM.C16FN 8GB,26,13957,9861,NA
Crucial Technology RM25664BA1339.8FD 2GB,22,15915,8642,NA
Crucial Technology RM25664BA1339.8FR 2GB,25,12831,7849,NA
Crucial Technology RM25664BA1339.M8FR 2GB,26,7476,3888,NA
Crucial Technology RM51264BA1339.16FD 4GB,26,11751,6551,NA
Crucial Technology RM51264BA1339.16FM 4GB,25,13118,8632,NA
Crucial Technology RM51264BA1339.16FR 4GB,26,12319,7431,NA
Crucial Technology RM51264BA1339.M16F 4GB,29,8549,4966,NA
Crucial Technology ST102464BA1339.16F 8GB,28,12820,7405,NA
Crucial Technology ST102464BA1339.M16 8GB,27,10009,5476,NA
Crucial Technology ST102464BA160B.16F 8GB,27,12528,7966,NA
Crucial Technology ST102464BF160B.16F 8GB,29,12538,9052,NA
Crucial Technology ST25664BA1339.8FMR 2GB,27,12605,8727,NA
Crucial Technology ST51264BA1339.16FK 4GB,27,13639,8279,NA
Crucial Technology ST51264BA1339.16FM 4GB,26,14008,8472,NA
Crucial Technology ST51264BA160B.16F 4GB,25,14445,9759,NA
DATARAM DTM64440 8GB,21,16427,12347,NA
Elpida EBJ20UF8BCF0-DJ-F 2GB,38,9711,7384,NA
Elpida EBJ20UF8BCS0-DJ-F 2GB,27,10797,7359,NA
Elpida EBJ20UF8BDU0-GN-F 2GB,26,11535,7940,NA
Elpida EBJ20UF8BDW0-GN-F 2GB,30,13676,8189,NA
Elpida EBJ21UE8BDF0-AE-F 2GB,27,12365,7057,NA
Elpida EBJ21UE8BDF0-DJ-F 2GB,25,13921,8205,NA
Elpida EBJ21UE8BDS0-DJ-F 2GB,30,8612,6675,NA
Elpida EBJ21UE8BFU0-DJ-F 2GB,43,9650,6921,NA
Elpida EBJ40EG8BFWB-JS-F 4GB,26,13882,9607,NA
Elpida EBJ40UG8BBU0-GN-F 4GB,27,12352,7747,NA
Elpida EBJ40UG8EFU0-GN-F 4GB,32,12043,7727,NA
Elpida EBJ40UG8EFU5-GNL-F 4GB,27,13853,8185,NA
Elpida EBJ41EF8BCFA-DJ-F 4GB,35,13015,7998,NA
Elpida EBJ41UF8BCF0-DJ-F 4GB,29,11121,6235,NA
Elpida EBJ41UF8BCS0-DJ-F 4GB,30,9305,5783,NA
Elpida EBJ41UF8BDU0-GN-F 4GB,27,13520,9373,NA
Elpida EBJ41UF8BDU5-GN-F 4GB,24,14426,9457,NA
Elpida EBJ41UF8BDW0-GN-F 4GB,28,13224,8727,NA
Elpida EBJ41UF8EDU0-DJ-F 4GB,29,10963,6918,NA
Elpida EBJ81UG8BAS0-DJ-F 8GB,29,9007,5235,NA
Elpida EBJ81UG8BBU0-GN-F 8GB,29,12349,8121,NA
Elpida EBJ81UG8BBU5-GN-F 8GB,25,13657,8555,NA
Elpida EBJ81UG8ECU0-GN-F 8GB,29,12573,9152,NA
Elpida EBJ81UG8EFU0-GN-F 8GB,33,11655,8255,NA
Elpida EBJ81UG8EFU0-GNL-F 8GB,27,9861,5329,NA
Elpida EBJ81UG8EFU5-GNL-F 8GB,44,12838,8471,NA
Essencore Limited IM34GU48C16-999HB 4GB,25,15850,9061,NA
Essencore Limited IM38GU48C16-999HB 8GB,24,15456,9773,NA
Essencore Limited IMT41GU6MFR8Y-AB1 8GB,25,13943,10012,NA
Essencore Limited IMT41GU6MFR8Y-CC0 8GB,21,17647,12623,NA
Essencore Limited IMT451U6MFR8C-P90 4GB,23,16351,9852,NA
Essencore Limited IMT451U6MFR8Y-AB1 4GB,23,17620,10690,NA
Essencore Limited IMT451U6MFR8Y-DC0 4GB,19,16879,8705,NA
Essencore Limited IMT451U6MFR8Y-EC1 4GB,26,11463,10218,NA
Eudar Technology Inc. MD03MC1030M 4GB,41,8550,6037,NA
Eudar Technology Inc. MD03MC1031M 8GB,30,10151,6526,NA
EVGA 08G-D3-1600-MR 4GB,26,13989,8489,NA
EVGA 08G-D3-2133-MR 4GB,22,15709,10138,NA
EVGA 08G-D3-2400-MR 4GB,23,15385,9394,NA
EVGA 16G-D3-1600-MR 8GB,26,13351,8628,NA
EVGA 16G-D3-1866-MR 8GB,21,15596,9794,NA
EVGA 16G-D3-2133-MR 8GB,25,15021,11051,NA
EVGA 16G-D3-2400-MR 8GB,23,16582,11265,NA
G Skill Intl F3-10600CL9-2GBNT 2GB,27,12507,8324,$20.49*
G Skill Intl F3-10666CL7-2GBRH 2GB,25,12216,7680,NA
G Skill Intl F3-10666CL7-2GBXH 2GB,27,12749,9037,NA
G Skill Intl F3-10666CL7-4GBECO 4GB,25,13793,8465,$39.99*
G Skill Intl F3-10666CL7-4GBRH 4GB,25,13640,8508,$39.99*
G Skill Intl F3-10666CL7-4GBXH 4GB,25,13469,8468,$39.99*
G Skill Intl F3-10666CL8-2GBHK 2GB,25,14546,7736,NA
G Skill Intl F3-10666CL8-2GBRM 2GB,27,11439,7742,NA
G Skill Intl F3-10666CL9-2GBNQ 2GB,28,10179,6338,$26.99*
G Skill Intl F3-10666CL9-2GBNS 2GB,25,12768,7885,$18.99*
G Skill Intl F3-10666CL9-2GBRL 2GB,25,13399,8094,NA
G Skill Intl F3-10666CL9-2GBXL 2GB,26,12527,7408,NA
G Skill Intl F3-10666CL9-4GBNT 4GB,27,12547,7740,$32.99*
G Skill Intl F3-10666CL9-4GBRL 4GB,26,13005,8255,$46.99
G Skill Intl F3-10666CL9-4GBSQ 4GB,28,10646,7669,$33.99*
G Skill Intl F3-10666CL9-4GBSR 4GB,26,13147,8395,NA
G Skill Intl F3-10666CL9-4GBXL 4GB,26,13110,8185,$36.99*
G Skill Intl F3-10666CL9-8GBNT 8GB,28,11826,6797,$61.99*
G Skill Intl F3-10666CL9-8GBSQ 8GB,29,11853,8004,NA
G Skill Intl F3-10666CL9-8GBXL 8GB,27,12862,7901,$63.99*
G Skill Intl F3-10666CL9-8GBZL 8GB,28,12097,10358,NA
G Skill Intl F3-12800CL10-8GBNT 8GB,26,14255,8420,NA
G Skill Intl F3-12800CL10-8GBXL 8GB,27,13430,8341,$42.99
G Skill Intl F3-12800CL10-8GBZL 8GB,28,12928,9402,NA
G Skill Intl F3-12800CL11-4GBSQ 4GB,27,13901,8601,$27.99*
G Skill Intl F3-12800CL6-2GBPI 2GB,22,14095,10333,NA
G Skill Intl F3-12800CL6-2GBXH 2GB,19,15844,10187,NA
G Skill Intl F3-12800CL7-2GBECO 2GB,22,15133,10338,NA
G Skill Intl F3-12800CL7-2GBRM 2GB,24,13879,9204,NA
G Skill Intl F3-12800CL7-2GBXM 2GB,22,14199,10049,NA
G Skill Intl F3-12800CL7-4GBRH 4GB,22,14419,9760,NA
G Skill Intl F3-12800CL7-4GBXH 4GB,22,14838,9853,NA
G Skill Intl F3-12800CL7-4GBXM 4GB,24,15427,9490,NA
G Skill Intl F3-12800CL7-4GBZM 4GB,24,14708,9904,NA
G Skill Intl F3-12800CL8-2GBECO 2GB,24,13226,10323,NA
G Skill Intl F3-12800CL8-2GBRM 2GB,23,15190,9007,NA
G Skill Intl F3-12800CL8-2GBTD 2GB,23,14939,9145,NA
G Skill Intl F3-12800CL8-2GBXM 2GB,22,15053,10045,NA
G Skill Intl F3-12800CL8-4GBECO 4GB,22,14318,9803,$38.99*
G Skill Intl F3-12800CL8-4GBRM 4GB,23,15691,10203,$33.99*
G Skill Intl F3-12800CL8-4GBXM 4GB,23,14863,9642,NA
G Skill Intl F3-12800CL8-4GBZH 4GB,25,13157,10284,NA
G Skill Intl F3-12800CL9-2GBECO 2GB,25,11928,8246,NA
G Skill Intl F3-12800CL9-2GBNQ 2GB,24,14623,9232,$26.99*
G Skill Intl F3-12800CL9-2GBRL 2GB,24,14442,9219,$39.99
G Skill Intl F3-12800CL9-2GBXL 2GB,23,13912,9333,NA
G Skill Intl F3-12800CL9-2GBZL 2GB,25,13636,10581,NA
G Skill Intl F3-12800CL9-4GBALT 4GB,24,13364,9147,NA
G Skill Intl F3-12800CL9-4GBNT 4GB,25,13069,9571,NA
G Skill Intl F3-12800CL9-4GBRL 4GB,25,14310,9248,$25.99
G Skill Intl F3-12800CL9-4GBSQ 4GB,25,13209,8253,$29.99
G Skill Intl F3-12800CL9-4GBSR 4GB,25,14443,9221,$29.99*
G Skill Intl F3-12800CL9-4GBSR1 4GB,25,14580,9638,NA
G Skill Intl F3-12800CL9-4GBSR2 4GB,23,14614,9560,NA
G Skill Intl F3-12800CL9-4GBXL 4GB,25,14326,9272,$24.99
G Skill Intl F3-12800CL9-4GBXM 4GB,25,14602,9403,NA
G Skill Intl F3-12800CL9-4GBZL 4GB,25,13487,10154,NA
G Skill Intl F3-1333C9-4GAO 4GB,26,14360,9060,NA
G Skill Intl F3-1333C9-4GIS 4GB,28,12415,7520,NA
G Skill Intl F3-1333C9-4GNS 4GB,29,12034,7059,NA
G Skill Intl F3-1333C9-8GAO 8GB,26,13602,8080,NA
G Skill Intl F3-1333C9-8GIS 8GB,27,12102,6993,NA
G Skill Intl F3-14900CL10-8GBXL 8GB,25,14436,9322,$47.99
G Skill Intl F3-14900CL10-8GBZL 8GB,26,13884,10212,NA
G Skill Intl F3-14900CL8-4GBXM 4GB,23,16234,10196,NA
G Skill Intl F3-14900CL8-4GBZM 4GB,23,14865,10945,NA
G Skill Intl F3-14900CL9-2GBXM 2GB,21,16808,9766,NA
G Skill Intl F3-14900CL9-4GBSR 4GB,23,15488,10166,NA
G Skill Intl F3-14900CL9-4GBXL 4GB,23,15221,10062,$34.99
G Skill Intl F3-14900CL9-4GBZL 4GB,24,13883,10872,NA
G Skill Intl F3-16000CL9-2GBRH 2GB,25,14720,9431,NA
G Skill Intl F3-16000CL9-2GBRM 2GB,26,12484,8789,NA
G Skill Intl F3-16000CL9-2GBTD 2GB,22,14742,9129,NA
G Skill Intl F3-16000CL9-4GBRM 4GB,26,9943,6481,$44.99*
G Skill Intl F3-1600C10-8GAB 8GB,28,13838,8513,NA
G Skill Intl F3-1600C10-8GAO 8GB,27,13346,8561,NA
G Skill Intl F3-1600C10-8GSQ 8GB,29,12737,9083,NA
G Skill Intl F3-1600C11-4GIS 4GB,26,14326,8694,NA
G Skill Intl F3-1600C11-4GISL 4GB,26,12665,7792,NA
G Skill Intl F3-1600C11-4GNS 4GB,29,12700,7550,NA
G Skill Intl F3-1600C11-4GNT 4GB,26,14445,9404,NA
G Skill Intl F3-1600C11-4GSL 4GB,28,13471,9506,NA
G Skill Intl F3-1600C11-8GIS 8GB,27,13037,7906,NA
G Skill Intl F3-1600C11-8GISL 8GB,25,14752,9806,NA
G Skill Intl F3-1600C11-8GNT 8GB,27,12812,7844,NA
G Skill Intl F3-1600C11-8GRSL 8GB,30,11858,8186,NA
G Skill Intl F3-1600C11-8GSL 8GB,29,11706,8146,NA
G Skill Intl F3-1600C11-8GSQ 8GB,29,12458,9184,NA
G Skill Intl F3-1600C7-8GTX 8GB,24,15043,9383,NA
G Skill Intl F3-1600C8-4GAB 4GB,23,14993,9820,NA
G Skill Intl F3-1600C9-4GAB 4GB,25,14738,9332,NA
G Skill Intl F3-1600C9-4GAO 4GB,25,14340,9227,NA
G Skill Intl F3-1600C9-4GRSL 4GB,26,12865,8591,NA
G Skill Intl F3-1600C9-8GAB 8GB,26,14327,8805,NA
G Skill Intl F3-1600C9-8GAR 8GB,26,14389,8951,NA
G Skill Intl F3-1600C9-8GRSL 8GB,28,12856,8870,NA
G Skill Intl F3-1600C9-8GSR 8GB,26,13976,8900,NA
G Skill Intl F3-1600C9-8GXLL 8GB,24,15284,9432,NA
G Skill Intl F3-1600C9-8GXM 8GB,26,13813,8610,NA
G Skill Intl F3-17000C11-8GBZLD 8GB,26,13325,11076,NA
G Skill Intl F3-17000CL11-4GBSR 4GB,22,15409,10702,NA
G Skill Intl F3-17000CL11-4GBXL 4GB,23,15395,10580,NA
G Skill Intl F3-17000CL11-4GBZL 4GB,23,14626,11398,NA
G Skill Intl F3-17000CL9-2GBXL 2GB,19,16869,12202,NA
G Skill Intl F3-17000CL9-2GBZH 2GB,23,14222,11239,NA
G Skill Intl F3-17000CL9-4GBSR 4GB,22,16282,11337,NA
G Skill Intl F3-17000CL9-4GBXLD 4GB,21,16011,11187,NA
G Skill Intl F3-17000CL9-4GBXM 4GB,21,16453,11393,NA
G Skill Intl F3-17000CL9-4GBZH 4GB,22,14726,11679,NA
G Skill Intl F3-17066CL8-2GBPS 2GB,19,17753,11880,NA
G Skill Intl F3-17600CL9-2GBXLD 2GB,19,18384,13268,NA
G Skill Intl F3-1866C10-4GRSL 4GB,26,12689,9153,NA
G Skill Intl F3-1866C10-8GAB 8GB,25,14564,9864,NA
G Skill Intl F3-1866C10-8GRSL 8GB,26,13548,9266,NA
G Skill Intl F3-1866C10-8GSR 8GB,25,14959,9938,NA
G Skill Intl F3-1866C10-8GXL 8GB,25,14728,10239,NA
G Skill Intl F3-1866C10-8GZM 8GB,29,12336,9603,NA
G Skill Intl F3-1866C11-4GRSL 4GB,23,14798,10713,NA
G Skill Intl F3-1866C11-8GRSL 8GB,26,13301,9535,NA
G Skill Intl F3-1866C8-8GTX 8GB,23,15532,10413,NA
