name,price,mark,value,single_thread,single_thread_value,tdp,powerperf,testdate,socket,category
Intel Xeon E3-1285 v3 @ 3.60GHz,NA,10359,NA,2286,NA,84,123,Nov 2016,LGA1150,Server
Intel Xeon E3-1285 v4 @ 3.50GHz,NA,10641,NA,2106,NA,95,112,Jun 2018,FCLGA1150,Server
Intel Xeon E3-1285 v6 @ 4.10GHz,$450.00*,11955,26.57,2485,5.52,79,151,Jan 2018,FCLGA1151,Server
Intel Xeon E3-1285L v3 @ 3.10GHz,$808.02,9981,12.35,2263,2.80,65,153,Nov 2014,LGA1150,Server
Intel Xeon E3-1285L v4 @ 3.40GHz,NA,11048,NA,2229,NA,65,169,Apr 2016,LGA1150,Server
Intel Xeon E3-1286 v3 @ 3.70GHz,$839.00*,9899,11.80,2248,2.68,84,117,Oct 2014,LGA1150,Server
Intel Xeon E3-1286L v3 @ 3.20GHz,$774.00*,9495,12.27,2268,2.93,65,146,Jan 2018,LGA1150,Server
Intel Xeon E3-1290 @ 3.60GHz,$885.00*,8699,9.83,1973,2.23,95,91,Dec 2011,LGA1155,Server
Intel Xeon E3-1290 V2 @ 3.70GHz,$885.00*,9709,10.97,2149,2.43,87,111,May 2012,LGA1155,Server
Intel Xeon E3-1505L v5 @ 2.00GHz,NA,6374,NA,1531,NA,25,254,Mar 2017,FCBGA1440,"Laptop, Server"
Intel Xeon E3-1505M v5 @ 2.80GHz,NA,8920,NA,1903,NA,45,198,Nov 2015,FCBGA1440,Server
Intel Xeon E3-1505M v6 @ 3.00GHz,NA,9843,NA,2136,NA,45,218,Jan 2017,NA,Server
Intel Xeon E3-1515M v5 @ 2.80GHz,NA,10093,NA,2043,NA,45,224,Feb 2017,FCBGA1440,Server
Intel Xeon E3-1535M v5 @ 2.90GHz,NA,9313,NA,1963,NA,45,206,Dec 2015,FCBGA1440,"Laptop, Server"
Intel Xeon E3-1535M v6 @ 3.10GHz,NA,10598,NA,2284,NA,35,302,Apr 2017,FCBGA1440,"Laptop, Server"
Intel Xeon E3-1545M v5 @ 2.90GHz,NA,10451,NA,2058,NA,45,232,Feb 2016,FCBGA1440,"Laptop, Server"
Intel Xeon E3-1575M v5 @ 3.00GHz,NA,10765,NA,2128,NA,45,239,Jun 2016,FCBGA1440,Server
Intel Xeon E3-1585 v5 @ 3.50GHz,NA,10743,NA,2140,NA,65,165,May 2017,FCBGA1440,Server
Intel Xeon E3-1585L v5 @ 3.00GHz,$445.00*,10689,24.02,2128,4.78,45,237,Jun 2018,FCBGA1440,Server
Intel Xeon E3110 @ 3.00GHz,$22.99*,2165,94.20,1263,54.95,65,33,Nov 2008,LGA775,Server
Intel Xeon E3113 @ 3.00GHz,$9.79*,2427,247.99,1269,129.69,65,37,Oct 2014,LGA775,Server
Intel Xeon E3120 @ 3.16GHz,NA,2241,NA,1338,NA,65,34,Mar 2010,LGA775,Server
Intel Xeon E5-1410 @ 2.80GHz,NA,7312,NA,1658,NA,80,91,Jan 2012,LGA1356,Server
Intel Xeon E5-1410 v2 @ 2.80GHz,NA,7430,NA,1690,NA,80,92,Aug 2015,LGA 1356,Server
Intel Xeon E5-1603 @ 2.80GHz,$262.59,5556,21.16,1473,5.61,130,42,Jun 2012,LGA2011,Server
Intel Xeon E5-1603 v3 @ 2.80GHz,NA,6178,NA,1543,NA,140,44,Jan 2015,LGA2011-v3,Server
Intel Xeon E5-1603 v4 @ 2.80GHz,NA,6432,NA,1619,NA,140,45,Feb 2017,FCLGA2011-3,Server
Intel Xeon E5-1607 @ 3.00GHz,$21.99*,5857,266.39,1571,71.47,130,45,Aug 2012,LGA2011,Server
Intel Xeon E5-1607 v2 @ 3.00GHz,$313.00*,6212,19.85,1615,5.16,130,47,Mar 2014,LGA 2011,Server
Intel Xeon E5-1607 v3 @ 3.10GHz,NA,6947,NA,1764,NA,140,49,Feb 2015,LGA2011-v3,Server
Intel Xeon E5-1607 v4 @ 3.10GHz,NA,7249,NA,1787,NA,140,51,Nov 2016,FCLGA2011-3,Server
Intel Xeon E5-1620 @ 3.60GHz,$329.93,9049,27.43,1927,5.84,130,69,May 2012,LGA2011,Server
Intel Xeon E5-1620 v2 @ 3.70GHz,$69.99,9459,135.15,1961,28.03,130,72,Jul 2013,FCLGA2011,Server
Intel Xeon E5-1620 v3 @ 3.50GHz,$159.99,9764,61.03,2040,12.75,140,69,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-1620 v4 @ 3.50GHz,$305.95,9922,32.43,2085,6.82,140,70,May 2016,FCLGA2011-3,Server
Intel Xeon E5-1630 v3 @ 3.70GHz,$597.85*,10256,17.16,2181,3.65,140,73,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-1630 v4 @ 3.70GHz,NA,10322,NA,2157,NA,140,73,Jul 2016,FCLGA2011-3,Server
Intel Xeon E5-1650 @ 3.20GHz,$90.18,11732,130.10,1915,21.24,130,90,Apr 2012,LGA2011,Server
Intel Xeon E5-1650 v2 @ 3.50GHz,$120.76,12722,105.35,1997,16.54,130,97,Jul 2013,FCLGA2011,Server
Intel Xeon E5-1650 v3 @ 3.50GHz,$674.99,13613,20.17,2140,3.17,140,97,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-1650 v4 @ 3.60GHz,$629.99*,14237,22.60,2182,3.46,140,101,Jul 2016,FCLGA2011-3,Server
Intel Xeon E5-1660 @ 3.30GHz,"$1,226.66*",12364,10.08,1950,1.59,130,95,Jul 2012,LGA2011,Server
Intel Xeon E5-1660 v2 @ 3.70GHz,"$1,808.95*",13758,7.61,2115,1.17,130,105,Dec 2013,LGA 2011,Server
Intel Xeon E5-1660 v3 @ 3.00GHz,"$1,616.49*",14565,9.01,1816,1.12,140,104,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-1660 v4 @ 3.20GHz,"$1,229.52*",16192,13.17,2051,1.67,140,115,Oct 2016,FCLGA2011-3,Server
Intel Xeon E5-1680 v2 @ 3.00GHz,NA,16345,NA,2101,NA,130,125,Sep 2014,LGA 2011,Server
Intel Xeon E5-1680 v3 @ 3.20GHz,NA,16431,NA,2114,NA,140,117,Mar 2015,LGA2011-v3,Server
Intel Xeon E5-1680 v4 @ 3.40GHz,NA,17093,NA,2200,NA,140,122,Oct 2016,FCLGA2011-3,Server
Intel Xeon E5-1681 v3 @ 2.90GHz,NA,18238,NA,2017,NA,135,135,Apr 2016,LGA2011-v3,Server
Intel Xeon E5-2403 @ 1.80GHz,$339.97,3523,10.37,880,2.59,80,44,Jan 2012,LGA 1356,Server
Intel Xeon E5-2403 v2 @ 1.80GHz,$189.00,3418,18.09,770,4.08,80,42,Apr 2015,FCLGA1356,Server
Intel Xeon E5-2407 @ 2.20GHz,$23.31*,4027,172.76,868,37.25,80,50,Jan 2012,LGA 1356,Server
Intel Xeon E5-2407 v2 @ 2.40GHz,$476.31*,4498,9.44,1064,2.24,80,56,Sep 2014,FCLGA1356,Server
Intel Xeon E5-2418L @ 2.00GHz,NA,5202,NA,1089,NA,50,104,Mar 2016,LGA 1356,Server
Intel Xeon E5-2420 @ 1.90GHz,$390.02*,7045,18.06,1108,2.84,95,74,Jun 2012,LGA1356,Server
Intel Xeon E5-2420 v2 @ 2.20GHz,$209.00*,8632,41.30,1337,6.40,80,107,Apr 2014,FCLGA1356,Server
Intel Xeon E5-2430 @ 2.20GHz,$729.95,6878,9.42,826,1.13,95,72,Jan 2012,LGA 1356,Server
Intel Xeon E5-2430 v2 @ 2.50GHz,$310.00,8833,28.50,1281,4.13,80,110,Jul 2014,LGA 1356,Server
Intel Xeon E5-2430L @ 2.00GHz,$103.99*,7269,69.90,1059,10.19,60,121,Dec 2017,FCLGA1356,Server
Intel Xeon E5-2430L v2 @ 2.40GHz,NA,6627,NA,683,NA,60,110,Feb 2015,LGA 1356,Server
Intel Xeon E5-2440 @ 2.40GHz,$49.96,9178,183.72,1450,29.03,95,96,Mar 2014,LGA 1356,Server
Intel Xeon E5-2440 v2 @ 1.90GHz,$509.95*,9425,18.48,1245,2.44,95,99,Oct 2014,LGA 1356,Server
Intel Xeon E5-2448L v2 @ 1.80GHz,"$1,424.00*",8954,6.29,1263,0.89,70,127,Mar 2018,LGA 1356,Server
Intel Xeon E5-2450 @ 2.10GHz,$369.00,10186,27.61,1073,2.91,95,107,Apr 2015,LGA 1356,Server
Intel Xeon E5-2450L @ 1.80GHz,$79.99,8261,103.28,1097,13.72,70,118,Aug 2015,LGA 1356,Server
Intel Xeon E5-2470 @ 2.30GHz,$316.72*,10061,31.77,1125,3.55,95,105,Aug 2013,LGA 1356,Server
Intel Xeon E5-2470 v2 @ 2.40GHz,$579.00,12836,22.17,1554,2.68,95,135,Feb 2016,LGA 1356,Server
Intel Xeon E5-2603 @ 1.80GHz,$215.55*,3580,16.61,942,4.37,80,44,Jan 2012,LGA 2011,Server
Intel Xeon E5-2603 v2 @ 1.80GHz,$29.62,3766,127.15,982,33.16,80,47,Nov 2014,LGA 2011,Server
Intel Xeon E5-2603 v3 @ 1.60GHz,$199.99,5179,25.90,934,4.67,85,60,Jan 2015,LGA2011-v3,Server
Intel Xeon E5-2603 v4 @ 1.70GHz,$229.99*,5451,23.70,945,4.11,85,64,Jul 2016,FCLGA2011-3,Server
Intel Xeon E5-2608L v3 @ 2.00GHz,$441.00*,7857,17.82,1203,2.73,52,151,Jan 2018,LGA2011-v3,Server
Intel Xeon E5-2609 @ 2.40GHz,$109.00,4616,42.35,1213,11.13,80,57,Apr 2012,LGA2011,Server
Intel Xeon E5-2609 v2 @ 2.50GHz,$149.00,5149,34.56,1283,8.62,80,64,Apr 2014,LGA 2011,Server
Intel Xeon E5-2609 v3 @ 1.90GHz,$619.04,5940,9.60,1115,1.80,80,74,Nov 2014,LGA2011-v3,Server
Intel Xeon E5-2609 v4 @ 1.70GHz,$359.73*,6890,19.15,982,2.73,85,81,Aug 2016,FCLGA2011-3,Server
Intel Xeon E5-2618L v3 @ 2.30GHz,NA,12186,NA,1931,NA,75,162,Feb 2017,LGA2011-v3,Server
Intel Xeon E5-2618L v4 @ 2.20GHz,$779.00*,14592,18.73,1591,2.04,75,194,Oct 2017,FCLGA2011-3,Server
Intel Xeon E5-2620 @ 2.00GHz,$108.61,7919,72.92,1225,11.28,95,83,Apr 2012,LGA2011,Server
Intel Xeon E5-2620 v2 @ 2.10GHz,$43.89,8707,198.38,1282,29.22,80,108,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2620 v3 @ 2.40GHz,$467.39,10020,21.44,1696,3.63,85,117,Nov 2014,LGA2011-v3,Server
Intel Xeon E5-2620 v4 @ 2.10GHz,$395.00,11367,28.78,1552,3.93,85,133,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2623 v3 @ 3.00GHz,$404.99*,8937,22.07,1910,4.72,105,85,Feb 2015,LGA2011-v3,Server
Intel Xeon E5-2623 v4 @ 2.60GHz,$549.00*,8368,15.24,1585,2.89,85,98,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2628L v2 @ 1.90GHz,NA,9405,NA,1116,NA,70,134,Aug 2015,LGA 2011,Server
Intel Xeon E5-2628L v3 @ 2.00GHz,NA,11965,NA,1478,NA,75,159,Jul 2015,LGA2011-v3,Server
Intel Xeon E5-2628L v4 @ 1.90GHz,"$1,364.00*",13101,9.61,1311,0.96,75,174,Feb 2017,FCLGA2011-3,Server
Intel Xeon E5-2629 v3 @ 2.40GHz,NA,11022,NA,1290,NA,85,129,Oct 2016,LGA2011-v3,Server
Intel Xeon E5-2630 @ 2.30GHz,$118.05*,8867,75.12,1377,11.67,95,93,Apr 2012,LGA2011,Server
Intel Xeon E5-2630 v2 @ 2.60GHz,$65.92,10382,157.49,1554,23.58,80,129,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2630 v3 @ 2.40GHz,$339.99,12797,37.64,1746,5.14,85,150,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-2630 v4 @ 2.20GHz,$659.99,13884,21.04,1614,2.45,85,163,Apr 2016,FCLGA2011-3,Server
Intel Xeon E5-2630L @ 2.00GHz,NA,7865,NA,1195,NA,60,131,May 2014,LGA 2011,Server
Intel Xeon E5-2630L v2 @ 2.40GHz,NA,9006,NA,1339,NA,60,150,Nov 2014,LGA 2011,Server
Intel Xeon E5-2630L v3 @ 1.80GHz,$751.92*,9476,12.60,1691,2.25,55,172,Jun 2016,LGA2011-v3,Server
Intel Xeon E5-2630L v4 @ 1.80GHz,NA,12847,NA,1595,NA,55,233,Jan 2017,FCLGA2011-3,Server
Intel Xeon E5-2637 v2 @ 3.50GHz,$607.99*,9447,15.54,1848,3.04,130,72,Mar 2014,LGA 2011,Server
Intel Xeon E5-2637 v3 @ 3.50GHz,"$1,295.95*",10144,7.83,2135,1.65,135,75,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-2637 v4 @ 3.50GHz,"$1,073.78*",10468,9.75,2027,1.89,135,77,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2640 @ 2.50GHz,$107.29,9485,88.41,1463,13.64,95,99,Apr 2012,LGA2011,Server
Intel Xeon E5-2640 v2 @ 2.00GHz,$194.48,10009,51.47,1187,6.11,95,105,Feb 2014,LGA 2011,Server
Intel Xeon E5-2640 v3 @ 2.60GHz,"$1,188.74*",13924,11.71,1902,1.60,90,154,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2640 v4 @ 2.40GHz,$937.01,15329,16.36,1844,1.97,90,170,Apr 2016,FCLGA2011-3,Server
Intel Xeon E5-2643 @ 3.30GHz,"$2,226.00*",8433,3.79,1796,0.81,130,64,Jun 2012,LGA2011,Server
Intel Xeon E5-2643 v2 @ 3.50GHz,$165.34,12957,78.37,1927,11.66,130,99,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2643 v3 @ 3.40GHz,"$2,509.95",13844,5.52,2015,0.80,135,102,Jan 2015,LGA2011-v3,Server
Intel Xeon E5-2643 v4 @ 3.40GHz,"$1,638.35",13618,8.31,2056,1.26,135,100,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2648L @ 1.80GHz,NA,7426,NA,970,NA,70,106,Sep 2015,LGA 2011,Server
Intel Xeon E5-2648L v3 @ 1.80GHz,"$1,556.67",11392,7.32,1362,0.88,75,151,Apr 2016,LGA2011-v3,Server
Intel Xeon E5-2648L v4 @ 1.80GHz,NA,13654,NA,1313,NA,75,182,Jul 2017,FCLGA2011-3,"Laptop, Server"
Intel Xeon E5-2649 v3 @ 2.30GHz,NA,14677,NA,1591,NA,105,139,Feb 2018,LGA2011-v3,Server
Intel Xeon E5-2650 @ 2.00GHz,$108.00,10129,93.79,1296,12.01,95,106,Mar 2012,LGA2011,Server
Intel Xeon E5-2650 v2 @ 2.60GHz,$249.00,13111,52.66,1673,6.72,95,138,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2650 v3 @ 2.30GHz,"$2,009.92*",14850,7.39,1684,0.84,105,141,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2650 v4 @ 2.20GHz,"$1,279.07*",15922,12.45,1580,1.24,105,151,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2650L @ 1.80GHz,$79.00*,8676,109.83,1117,14.14,70,123,Jan 2012,LGA 2011,Server
Intel Xeon E5-2650L v2 @ 1.70GHz,$189.41,9777,51.62,1080,5.70,70,139,Mar 2017,FCLGA2011,Server
Intel Xeon E5-2650L v3 @ 1.80GHz,"$1,399.00",13513,9.66,1419,1.01,65,207,Aug 2015,LGA2011-v3,Server
Intel Xeon E5-2650L v4 @ 1.70GHz,"$1,496.00*",14093,9.42,1410,0.94,65,216,Jul 2017,FCLGA2011-3,Server
Intel Xeon E5-2651 v2 @ 1.80GHz,NA,11275,NA,1083,NA,NA,NA,Apr 2016,LGA 2011,Server
Intel Xeon E5-2658 @ 2.10GHz,"$1,462.00*",9484,6.49,1171,0.80,95,99,Jun 2012,LGA2011,Server
Intel Xeon E5-2658 v2 @ 2.40GHz,NA,14128,NA,1586,NA,95,148,Dec 2013,LGA 2011,Server
Intel Xeon E5-2658 v3 @ 2.20GHz,NA,16298,NA,1682,NA,105,155,Oct 2015,LGA2011-v3,Server
Intel Xeon E5-2658 v4 @ 2.30GHz,NA,16754,NA,1455,NA,105,159,Dec 2016,FCLGA2011-3,Server
Intel Xeon E5-2660 @ 2.20GHz,$102.00,11098,108.81,1400,13.73,95,116,Apr 2012,LGA2011,Server
Intel Xeon E5-2660 v2 @ 2.20GHz,$201.71,13327,66.07,1495,7.41,95,140,Mar 2014,LGA 2011,Server
Intel Xeon E5-2660 v3 @ 2.60GHz,"$1,808.95*",16184,8.95,1841,1.02,105,154,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2660 v4 @ 2.00GHz,"$1,760.00*",17069,9.70,1508,0.86,105,162,Nov 2016,FCLGA2011-3,Server
Intel Xeon E5-2663 v3 @ 2.80GHz,NA,13994,NA,1801,NA,120,116,Dec 2015,LGA2011-v3,Server
Intel Xeon E5-2665 @ 2.40GHz,$148.34*,11599,78.19,1491,10.05,115,100,Jun 2012,LGA2011,Server
Intel Xeon E5-2667 @ 2.90GHz,$226.00*,10400,46.02,1620,7.17,130,80,Aug 2012,LGA2011,Server
Intel Xeon E5-2667 v2 @ 3.30GHz,$763.56,16240,21.27,2014,2.64,130,124,Feb 2014,LGA 2011,Server
Intel Xeon E5-2667 v3 @ 3.20GHz,"$2,649.00",16119,6.09,2055,0.78,135,119,Dec 2014,LGA2011-v3,Server
Intel Xeon E5-2667 v4 @ 3.20GHz,"$2,205.57",16447,7.46,1982,0.90,135,121,Jul 2016,FCLGA2011-3,Server
Intel Xeon E5-2670 @ 2.60GHz,$95.10,12134,127.60,1570,16.52,115,105,Mar 2012,LGA2011,Server
Intel Xeon E5-2670 v2 @ 2.50GHz,$209.00,14966,71.61,1596,7.64,115,130,Feb 2014,FCLGA2011,Server
Intel Xeon E5-2670 v3 @ 2.30GHz,"$1,572.00*",16303,10.37,1663,1.06,120,135,Aug 2014,LGA2011-v3,Server
Intel Xeon E5-2673 v2 @ 3.30GHz,NA,16320,NA,2009,NA,110,148,Apr 2016,LGA 2011,Server
Intel Xeon E5-2673 v3 @ 2.40GHz,$700.00*,16826,24.04,1711,2.45,110,152,Sep 2015,LGA2011-v3,Server
Intel Xeon E5-2673 v4 @ 2.30GHz,NA,21474,NA,1792,NA,135,159,Nov 2016,FCLGA2011-3,Server
Intel Xeon E5-2675 v3 @ 1.80GHz,NA,15156,NA,1244,NA,NA,NA,Jan 2016,LGA2011-v3,Server
Intel Xeon E5-2676 v3 @ 2.40GHz,NA,17670,NA,1731,NA,120,147,Nov 2015,LGA2011-v3,Server
Intel Xeon E5-2678 v3 @ 2.50GHz,NA,16905,NA,1717,NA,120,140,Aug 2015,LGA2011-v3,Server
Intel Xeon E5-2679 v4 @ 2.50GHz,"$2,702.00*",25266,9.35,1854,0.69,200,126,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2680 @ 2.70GHz,$111.84,12594,112.61,1659,14.84,130,96,May 2012,LGA2011,Server
Intel Xeon E5-2680 v2 @ 2.80GHz,$249.00,15877,63.76,1823,7.32,115,138,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2680 v3 @ 2.50GHz,$992.31,18585,18.73,1867,1.88,120,154,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-2680 v4 @ 2.40GHz,"$1,762.90*",19886,11.28,1779,1.01,120,165,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2682 v4 @ 2.50GHz,NA,21066,NA,1702,NA,120,175,Sep 2017,FCLGA2011-3,Server
Intel Xeon E5-2683 v3 @ 2.00GHz,"$1,984.99*",17404,8.77,1660,0.84,120,145,Feb 2015,LGA2011-v3,Server
Intel Xeon E5-2683 v4 @ 2.10GHz,"$2,087.48*",19047,9.12,1522,0.73,120,158,Dec 2016,FCLGA2011-3,Server
Intel Xeon E5-2685 v3 @ 2.60GHz,NA,15004,NA,1737,NA,120,125,Jun 2015,LGA2011-v3,Server
Intel Xeon E5-2686 v3 @ 2.00GHz,NA,19255,NA,1530,NA,120,160,Aug 2015,LGA2011-v3,Server
Intel Xeon E5-2686 v4 @ 2.30GHz,NA,19801,NA,1476,NA,145,136,Oct 2016,FCLGA2011-3,Server
Intel Xeon E5-2687W @ 3.10GHz,$417.00,14381,34.49,1859,4.46,150,95,Feb 2012,LGA2011,Server
Intel Xeon E5-2687W v2 @ 3.40GHz,"$2,105.59*",16484,7.83,2038,0.97,150,109,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2687W v3 @ 3.10GHz,"$3,008.95",17720,5.89,1931,0.64,160,110,Oct 2014,LGA2011-v3,Server
Intel Xeon E5-2687W v4 @ 3.00GHz,"$2,307.31*",19925,8.64,1896,0.82,160,124,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2689 @ 2.60GHz,NA,13427,NA,1749,NA,115,116,Mar 2013,LGA 2011,Server
Intel Xeon E5-2689 v4 @ 3.10GHz,NA,19931,NA,2166,NA,165,120,Aug 2016,FCLGA2011-3,Server
Intel Xeon E5-2690 @ 2.90GHz,$159.00,13685,86.07,1797,11.30,135,101,Mar 2012,LGA2011,Server
Intel Xeon E5-2690 v2 @ 3.00GHz,$321.03,16426,51.17,1818,5.67,130,126,Jul 2013,FCLGA2011,Server
Intel Xeon E5-2690 v3 @ 2.60GHz,"$2,215.86*",19270,8.70,1967,0.89,135,142,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2690 v4 @ 2.60GHz,"$2,350.88*",21326,9.07,1925,0.82,135,157,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2692 v2 @ 2.20GHz,NA,16018,NA,1605,NA,115,139,Apr 2016,LGA 2011,Server
Intel Xeon E5-2695 v2 @ 2.40GHz,"$1,779.95*",15792,8.87,1573,0.88,115,137,Dec 2013,LGA 2011,Server
Intel Xeon E5-2695 v3 @ 2.30GHz,"$2,009.99*",20081,9.99,1893,0.94,120,167,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2695 v4 @ 2.10GHz,"$2,573.17*",20258,7.87,1628,0.63,120,168,Aug 2016,FCLGA2011-3,Server
Intel Xeon E5-2696 v2 @ 2.50GHz,NA,16620,NA,1667,NA,NA,NA,Sep 2013,LGA2011,Server
Intel Xeon E5-2696 v3 @ 2.30GHz,"$2,498.00*",22427,8.98,1936,0.78,NA,NA,May 2015,LGA2011-v3,Server
Intel Xeon E5-2696 v4 @ 2.20GHz,"$3,009.95*",21088,7.01,1675,0.56,145,145,Apr 2016,FCLGA2011-3,Server
Intel Xeon E5-2697 v2 @ 2.70GHz,"$1,974.91",17407,8.81,1733,0.88,130,133,Jun 2013,FCLGA2011,Server
Intel Xeon E5-2697 v3 @ 2.60GHz,$735.00,21365,29.07,1984,2.70,145,147,Aug 2014,LGA2011-v3,Server
Intel Xeon E5-2697 v4 @ 2.30GHz,"$2,790.05*",21525,7.72,1763,0.63,145,148,May 2016,FCLGA2011-3,Server
Intel Xeon E5-2697A v4 @ 2.60GHz,NA,21875,NA,2045,NA,145,150,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2698 v3 @ 2.30GHz,"$3,424.02*",21133,6.17,1839,0.54,135,156,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2698 v4 @ 2.20GHz,"$3,226.00*",21836,6.77,1587,0.49,135,161,Jun 2016,FCLGA2011-3,Server
Intel Xeon E5-2699 v3 @ 2.30GHz,"$4,505.95*",22375,4.97,1825,0.41,145,154,Sep 2014,LGA2011-v3,Server
Intel Xeon E5-2699 v4 @ 2.20GHz,"$4,502.48",23200,5.15,1756,0.39,145,160,Apr 2016,FCLGA2011-3,Server
Intel Xeon E5-4603 @ 2.00GHz,"$1,890.99*",5014,2.65,1062,0.56,95,52,Mar 2014,LGA 2011,Server
Intel Xeon E5-4617 @ 2.90GHz,$89.90*,9029,100.44,1611,17.93,130,69,Feb 2014,LGA 2011,Server
Intel Xeon E5-4620 @ 2.20GHz,$189.00*,8127,43.00,1231,6.52,95,85,Oct 2015,LGA 2011,Server
Intel Xeon E5-4627 v3 @ 2.60GHz,"$2,400.00*",14247,5.94,1764,0.74,135,105,Dec 2016,FCLGA2011-3,Server
Intel Xeon E5-4627 v4 @ 2.60GHz,"$2,225.00*",15516,6.97,1865,0.84,135,114,Apr 2017,FCLGA2011-3,Server
Intel Xeon E5-4640 @ 2.40GHz,"$2,730.00*",10523,3.85,1422,0.52,95,110,Aug 2012,LGA2011,Server
Intel Xeon E5-4640 v3 @ 1.90GHz,NA,12703,NA,1505,NA,105,120,Jun 2017,FCLGA2011-3,Server
Intel Xeon E5-4648 v3 @ 1.70GHz,NA,11097,NA,1310,NA,105,105,Jun 2017,FCLGA2011-3,"Laptop, Server"
Intel Xeon E5-4650 @ 2.70GHz,$95.49*,11848,124.08,1531,16.04,130,91,Jul 2012,LGA2011,Server
Intel Xeon E5-4650L @ 2.60GHz,"$8,684.50*",11821,1.36,1367,0.16,115,102,Jul 2017,LGA 2011,Server
Intel Xeon E5-4655 v3 @ 2.90GHz,"$4,616.00*",12292,2.66,1823,0.39,135,91,Apr 2018,FCLGA2011-3,Server
Intel Xeon E5-4657L v2 @ 2.40GHz,"$3,000.00*",15896,5.30,1496,0.50,115,138,Jan 2015,FCLGA2011,Server
Intel Xeon E5-4660 v3 @ 2.10GHz,"$4,800.00*",15556,3.24,1712,0.36,120,129,May 2017,FCLGA2011-3,Server
Intel Xeon E5-4669 v4 @ 2.20GHz,NA,13626,NA,1250,NA,135,100,Apr 2017,FCLGA2011-3,Server
Intel Xeon E5205 @ 1.86GHz,$9.42*,1401,148.77,755,80.21,65,21,Jan 2012,LGA771,Server
Intel Xeon E5240 @ 3.00GHz,NA,2424,NA,1276,NA,65,37,Nov 2009,LGA771,Server
Intel Xeon E5310 @ 1.60GHz,$49.00*,2264,46.22,638,13.04,80,28,Mar 2009,LGA771,Server
Intel Xeon E5320 @ 1.86GHz,$38.75*,2288,59.05,722,18.63,80,28,Mar 2009,LGA771,Server
Intel Xeon E5335 @ 2.00GHz,$17.77*,2513,141.45,784,44.15,80,31,Apr 2009,LGA771,Server
Intel Xeon E5345 @ 2.33GHz,$39.99*,2923,73.12,915,22.89,80,36,Nov 2008,LGA771,Server
Intel Xeon E5405 @ 2.00GHz,$59.00*,2850,48.31,864,14.65,80,35,Feb 2009,LGA771,Server
Intel Xeon E5410 @ 2.33GHz,$31.00*,3268,105.42,999,32.25,80,40,Mar 2009,LGA771,Server
Intel Xeon E5420 @ 2.50GHz,$259.95*,3499,13.46,1066,4.10,80,43,Feb 2009,LGA771,Server
Intel Xeon E5430 @ 2.66GHz,$36.00*,3773,104.82,1132,31.46,80,47,Feb 2009,LGA771,Server
Intel Xeon E5440 @ 2.83GHz,$119.95*,3976,33.15,1207,10.06,80,49,Feb 2009,LGA771,Server
Intel Xeon E5450 @ 3.00GHz,$229.95*,4192,18.23,1266,5.51,80,52,Apr 2009,LGA771,Server
Intel Xeon E5462 @ 2.80GHz,$27.30*,3870,141.78,1165,42.68,80,48,Feb 2009,LGA771,Server
Intel Xeon E5472 @ 3.00GHz,$54.80*,4122,75.23,1243,22.70,80,51,Mar 2009,LGA771,Server
Intel Xeon E5502 @ 1.87GHz,$95.00*,1378,14.51,779,8.20,80,17,Jun 2009,LGA1366,Server
Intel Xeon E5503 @ 2.00GHz,$287.01*,1396,4.87,813,2.83,80,17,Jun 2010,LGA1366,Server
Intel Xeon E5504 @ 2.00GHz,$69.95*,2694,38.52,816,11.68,80,33,Apr 2009,LGA1366,Server
Intel Xeon E5506 @ 2.13GHz,$15.17*,2977,196.29,893,58.90,80,37,Apr 2009,LGA1366,Server
Intel Xeon E5507 @ 2.27GHz,$456.91*,3137,6.87,955,2.09,80,39,Jun 2010,LGA1366,Server
