name,latency,read_uncached,write,price
Kingston FQ453-80003 1GB,73,2477,1712,NA
Kingston GM431-QAA-INTD1F 2GB,108,2775,1716,NA
Kingston HP5188-6049-ELC 1GB,55,4069,1506,NA
Kingston HP5188-6049-QAB2 1GB,50,4577,1998,NA
Kingston HP5189-2180-ELC 2GB,62,4527,2425,NA
Kingston HP5189-2180-HYE 2GB,66,3955,2298,NA
Kingston HP800D2N5/2G-H 2GB,68,3967,1693,NA
Kingston KC6844-ELG37 1GB,52,3759,1580,$43.00*
Kingston KCM633-ELC 1GB,56,4584,1987,$78.00*
Kingston KD6502-ELG 1GB,51,4622,2033,$42.99*
Kingston KD7534-IFA-INTC0S 1GB,83,2800,1849,NA
Kingston KF6761-ELG37 512MB,53,3065,1732,NA
Kingston KHU006-QIA 1GB,86,2604,1450,NA
Kingston KHX4200S2LL/2G 2GB,70,1646,1229,NA
Kingston KHX5300S2LL/1G 1GB,62,2986,1330,NA
Kingston KHX5300S2LL/2G 2GB,57,3681,1491,NA
Kingston KHX6400D2LL/1GN 1GB,52,4861,2076,NA
Kingston KHX6400S2LL/2G 2GB,59,4314,1805,NA
Kingston KHX8500D2/1GN 1GB,49,5180,2417,NA
Kingston KHX8500D2K2/2GN 1GB,52,5169,2464,$41.99*
Kingston King 2GB,62,4109,2120,$51.25*
Kingston KINGSTON 2GB,87,3137,2076,$56.00
Kingston Kingston2GB800 2GB,76,2974,1845,NA
Kingston KPN424-ELG 1GB,62,3543,1828,$41.00*
Kingston KPN424-ELJ 1GB,50,4490,2043,$98.00*
Kingston KTC1G-UDIMM 1GB,53,4580,2233,NA
Kingston KTC2G-UDIMM 2GB,73,3786,2534,NA
Kingston KTX760-ELC 2GB,59,4354,1877,NA
Kingston KTX760-ELF 2GB,60,4123,1732,NA
Kingston KVR800D2N6/2G 2GB,50,5143,1905,$39.80*
Kingston KW579C-ELC 1GB,51,5122,2286,NA
Kingston KWK007-ELC 1GB,57,3931,1762,$8.39*
Kingston KWM551-ELG 512MB,57,3807,1717,$75.00*
Kingston KWM553-ELC 2GB,53,5151,2339,NA
Kingston KWM553-ELF 2GB,57,4541,2145,NA
Kingston KY9530-HYC 1GB,62,3641,1659,NA
Kingston KY9530-QAB 1GB,75,3140,1407,NA
Kingston KY9540-ELC 2GB,55,3891,1701,NA
Kingston KYG410-ELC 2GB,50,5042,2336,NA
Kingston KYG410-ELF 2GB,50,4670,2133,NA
Kingston MASO 2GB,49,5093,2210,NA
Kingston RamEx 2GB,69,4030,2605,NA
Kingston RBU256X64D2S800C6 2GB,76,3680,1536,NA
Kingston TCM633-ELF 1GB,73,4192,2368,$9.99
Kingston TCM633-QAC 1GB,48,5249,2284,$19.40
Kingston TP877G-PMC 1GB,49,4521,2128,NA
Kingston TTX760-ELF 2GB,58,4369,1804,NA
Kingston TYG410-ELF 2GB,52,4707,1943,$106.00*
Kingston TYG410-QAC 2GB,56,4795,2432,NA
Kingston UW727-IFA-INTC0S 512MB,105,2655,1786,$45.00*
Kingston UW728-IFA-INTC0S 1GB,90,3063,1815,NA
Kingston UW729-IFA-INTC0S 2GB,84,2902,1905,NA
Kingston VS1GB667D2 2GB,47,4328,1807,NA
Kingston Zhidian4GDDR800 4GB,68,4537,2824,NA
Kreton Corporation 515233104581350000 1GB,60,3117,1209,NA
Kreton Corporation 51525xxxx68x45xxxx 1GB,61,3659,1514,NA
Kreton Corporation 51621xxxx68x45xxxx 2GB,53,4135,1833,NA
Kreton Corporation 51623C106681450000 2GB,56,2686,927,NA
Kreton Corporation 516243223681451400 2GB,48,4802,1969,NA
Kreton Corporation 516245223681351400 2GB,78,3010,1148,NA
Kreton Corporation 516245223681451400 2GB,50,5028,2186,NA
Kreton Corporation 51624522368C353200 2GB,69,2337,834,NA
Kreton Corporation 51624522368C451400 2GB,60,3478,1798,NA
Kreton Corporation 516248574681451400 2GB,65,4304,2550,NA
Kreton Corporation 51624xxxx68x35xxxx 2GB,59,4044,1793,NA
Kreton Corporation 51624xxxx68x45xxxx 2GB,62,4127,1985,NA
Kreton Corporation 51625xxxx68x35xxxx 2GB,63,3921,1965,NA
Kreton Corporation 51625xxxx68x45xxxx 2GB,53,4158,1773,NA
Kreton Corporation 51625xxxx68x47xxxx 2GB,60,3283,1427,NA
Kreton Corporation 51629xxxx68x35xxxx 2GB,56,4342,1713,NA
Kreton Corporation 51629xxxx68x45xxxx 2GB,60,3819,1843,NA
Kreton Corporation 535245221581450800 1GB,82,1842,1191,NA
MDT Technologies GmbH MDT 1GB DDR2-66 1GB,56,4016,1804,NA
MDT Technologies GmbH MDT 1GB DDR2-80 1GB,55,4503,2303,NA
MDT Technologies GmbH MDT 2GB DDR2-80 2GB,59,4943,2852,NA
MDT Technologies GmbH MDT 512M DDR2-53 512MB,63,2762,1348,NA
MDT Technologies GmbH MDT DDR2 1GB,60,3651,1545,NA
Micro Memory Bank 2GB,65,3231,2465,NA
Micron Technology 16HTF12864AY-40EB1 1GB,69,2214,1026,NA
Micron Technology 16HTF12864AY-53EB1 1GB,67,2767,1414,NA
Micron Technology 16HTF12864AY-53ED4 1GB,60,3064,1415,NA
Micron Technology 16HTF12864AY-667B3 1GB,51,3938,1626,NA
Micron Technology 16HTF12864AY-667D4 1GB,70,2773,1529,NA
Micron Technology 16HTF12864AY-667F1 1GB,60,3603,1885,NA
Micron Technology 16HTF12864AY-667G1 1GB,60,2717,1715,NA
Micron Technology 16HTF12864HY-53EB3 1GB,58,3217,1304,NA
Micron Technology 16HTF12864HY-667B3 1GB,70,2667,1337,NA
Micron Technology 16HTF12864HY-667D3 1GB,66,2565,1222,NA
Micron Technology 16HTF12864HY-667F1 1GB,70,2103,1261,NA
Micron Technology 16HTF12864HY-667G1 1GB,74,2818,1261,NA
Micron Technology 16HTF25664AY-1GAE1 2GB,49,5347,2438,NA
Micron Technology 16HTF25664AY-53EE1 2GB,74,2731,1211,NA
Micron Technology 16HTF25664AY-667E1 2GB,56,4033,1752,NA
Micron Technology 16HTF25664AY-667G1 2GB,57,3726,1785,NA
Micron Technology 16HTF25664AY-667G2 2GB,50,4522,1634,NA
Micron Technology 16HTF25664AY-800E1 2GB,60,4370,2236,NA
Micron Technology 16HTF25664AY-800G1 2GB,61,4611,2360,NA
Micron Technology 16HTF25664AY-800J1 2GB,55,4923,2406,NA
Micron Technology 16HTF25664AY-80EE1 2GB,55,5024,2723,NA
Micron Technology 16HTF25664AY800J3A 2GB,70,3498,1979,NA
Micron Technology 16HTF25664AZ-1GAH1 2GB,53,4928,2299,NA
Micron Technology 16HTF25664AZ-667H1 2GB,52,4513,2033,NA
Micron Technology 16HTF25664AZ-800H1 2GB,58,4360,2112,NA
Micron Technology 16HTF25664AZ-800J1 2GB,64,5041,3034,NA
Micron Technology 16HTF25664HY-53EE1 2GB,60,3358,1452,NA
Micron Technology 16HTF25664HY-667E1 2GB,68,3313,1457,NA
Micron Technology 16HTF25664HY-667G1 2GB,89,2711,1351,NA
Micron Technology 16HTF25664HY-800E1 2GB,69,3596,1695,NA
Micron Technology 16HTF25664HY-800G1 2GB,65,4228,2165,NA
Micron Technology 16HTF25664HY-800J1 2GB,72,4080,2308,NA
Micron Technology 16HTF25664HY-800J2 2GB,67,4429,2097,NA
Micron Technology 16HTF25664HY-800J3 2GB,85,1400,1085,NA
Micron Technology 16HTF25664HZ-667H1 2GB,60,3507,1507,NA
Micron Technology 16HTF25664HZ-800E1 2GB,53,3960,1618,NA
Micron Technology 16HTF25664HZ-800H1 2GB,72,3627,2042,NA
Micron Technology 16HTF25664HZ-800J1 2GB,65,3842,1569,NA
Micron Technology 16HTF25664HZ-800J2 2GB,60,4111,1648,NA
Micron Technology 16HTF51264AY-667A1 4GB,78,3881,2290,NA
Micron Technology 16HTF51264AZ-667C1 4GB,59,4454,2187,NA
Micron Technology 16HTF51264HZ-800C1 4GB,69,3956,1789,NA
Micron Technology 16HTF6464AY-40EB2 512MB,56,3292,1324,NA
Micron Technology 16HTS25664HY-667E1 2GB,65,2863,1438,NA
Micron Technology 16HTS51264HY-667A1 4GB,96,2432,1249,NA
Micron Technology 16HTS51264HY-800A1 4GB,61,4136,1833,NA
Micron Technology 18HF12872FD667B5E3 1GB,112,3109,1835,NA
Micron Technology 18HF12872FD667D5D3 1GB,117,2836,2187,NA
Micron Technology 18HF12872FD667D6D4 1GB,100,3532,2108,NA
Micron Technology 18HF12872FD667F1N6 1GB,63,2564,1996,NA
Micron Technology 18HF25672FD667E1N6 1GB,91,2887,1965,NA
Micron Technology 18HF25672FD80EE1D4 1GB,64,3264,2477,NA
Micron Technology 18HTF12872AY-53EB1 1GB,52,2429,1339,NA
Micron Technology 18HTF12872AY-667B3 1GB,47,4533,1913,NA
Micron Technology 18HTF12872AY-667D4 1GB,56,4005,1838,NA
Micron Technology 18HTF12872DY-40EA1 1GB,53,3291,1430,NA
Micron Technology 18HTF12872Y-40EB3 1GB,88,3097,1436,NA
Micron Technology 18HTF25672AY-667E1 2GB,57,4410,2325,NA
Micron Technology 18HTF25672AY-667G1 2GB,58,4799,2759,NA
Micron Technology 18HTF25672AY-800E1 2GB,51,5124,2264,NA
Micron Technology 18HTF25672AY-800G1 2GB,49,5496,2434,NA
Micron Technology 18HTF25672AZ-667H1 2GB,47,5099,2083,NA
Micron Technology 18HTF25672Y-40EA2 2GB,52,3581,1522,NA
Micron Technology 36GTF51272F667E2D6 2GB,102,2711,2034,NA
Micron Technology 36HF51272FZ667H1D6 4GB,109,3039,2042,NA
Micron Technology 36HTF25672F667B3E3 2GB,79,3434,2183,NA
Micron Technology 36HTF25672F667D1D3 2GB,86,3040,1992,NA
Micron Technology 36HTF25672F667D1D4 2GB,78,3038,2211,NA
Micron Technology 36HTF25672F667D1E4 2GB,58,3417,2291,NA
Micron Technology 36HTF25672F667F1N6 2GB,60,2850,2092,NA
Micron Technology 36HTF25672PY-667D1 2GB,113,2903,2672,NA
Micron Technology 36HTF25672PY-667F1 2GB,109,3049,2981,NA
Micron Technology 36HTF51272F667E1D4 4GB,89,2925,2112,NA
Micron Technology 36HTF51272PY-667E1 4GB,93,3117,2346,NA
Micron Technology 36HTF51272PY-667G1 4GB,90,3586,2210,NA
Micron Technology 36HTF51272PY-80EE1 4GB,110,3097,3388,NA
Micron Technology 36HTF51272PY-80EG1 4GB,91,3981,3326,NA
Micron Technology 36HTF51272PZ-667H1 4GB,62,3462,2112,NA
Micron Technology 36HTS1G72FY667A1D4 8GB,89,2825,2079,NA
Micron Technology 4HTF6464AY-667E1 512MB,61,3071,1676,NA
Micron Technology 8HTF12864AY-53EA4 1GB,72,2809,1766,NA
Micron Technology 8HTF12864AY-53EE1 1GB,59,3269,1198,NA
Micron Technology 8HTF12864AY-53EG1 1GB,63,2841,1648,NA
Micron Technology 8HTF12864AY-667A3 1GB,53,3803,1602,NA
Micron Technology 8HTF12864AY-667E1 1GB,59,3557,1608,NA
Micron Technology 8HTF12864AY-667G1 1GB,61,3036,1388,NA
Micron Technology 8HTF12864AY-667G2 1GB,61,3211,1883,NA
Micron Technology 8HTF12864AY-667J3C 1GB,46,3786,1773,NA
Micron Technology 8HTF12864AY-800E1 1GB,62,3991,2057,NA
Micron Technology 8HTF12864AY-800G1 1GB,57,4205,2048,NA
Micron Technology 8HTF12864AY-800G2 1GB,55,4347,1887,NA
Micron Technology 8HTF12864AY-800J1 1GB,54,4748,2061,NA
Micron Technology 8HTF12864AY-800J3 1GB,56,4810,2190,NA
Micron Technology 8HTF12864AZ-1GAH1 1GB,45,6335,2589,NA
Micron Technology 8HTF12864AZ-667H1 1GB,51,3709,1877,NA
Micron Technology 8HTF12864AZ-800H1 1GB,66,3460,1696,NA
Micron Technology 8HTF12864HDY-53EE1 1GB,89,1787,803,NA
Micron Technology 8HTF12864HDY-667E1 1GB,74,2623,1251,NA
Micron Technology 8HTF12864HDY-667G1 1GB,59,3705,1567,NA
Micron Technology 8HTF12864HDY-800E1 1GB,72,3180,1426,NA
Micron Technology 8HTF12864HDY-800G1 1GB,68,2214,1264,NA
Micron Technology 8HTF12864HDZ-667H1 1GB,68,1932,1113,NA
Micron Technology 8HTF12864HDZ-800G1 1GB,64,2843,1355,NA
Micron Technology 8HTF12864HZ-667H1 1GB,69,3287,1785,NA
Micron Technology 8HTF12864HZ-800H1 1GB,65,1340,1111,NA
Micron Technology 8HTF12864HZ-800J1 1GB,82,2458,1513,NA
Micron Technology 8HTF3264AY-40EB3 256MB,43,3364,1698,NA
Micron Technology 8HTF6464AY-40EA1 512MB,46,3639,1719,NA
Micron Technology 8HTF6464AY-53EB3 512MB,50,3616,1678,NA
Micron Technology 8HTF6464AY-53EB7 512MB,48,3532,1707,NA
Micron Technology 8HTF6464AY-53EB8 512MB,47,3501,1661,NA
Micron Technology 8HTF6464AY-53EB9 512MB,40,3873,1956,NA
Micron Technology 8HTF6464AY-53ED7 512MB,60,2814,1405,NA
Micron Technology 8HTF6464AY-667D7 512MB,60,3622,1656,NA
Micron Technology 8HTF6464HDY-53EB3 512MB,67,2306,1059,NA
Micron Technology 8HTF6464HDY-667B3 512MB,64,3323,1326,NA
Micron Technology 8HTF6464HDY-667D3 512MB,64,3134,1768,NA
Micron Technology 99P5471-013.A00DT 4GB,66,5231,3531,NA
Micron Technology 99P5471-013.A00LF 4GB,77,3944,2799,NA
Micron Technology 9HTF12872AY-667E1 1GB,64,3319,1603,NA
Micron Technology 9HTF12872AY-800E1 1GB,52,5102,2059,NA
Micron Technology 9HTF12872AY-800G1 1GB,48,5551,2361,NA
Micron Technology 9HTF25672AZ-667C1 2GB,85,4291,2685,NA
Micron Technology 9HTF6472AY-667B3 512MB,54,3918,1628,NA
Micron Technology L08 04/2011 MEMORY 2GB,65,2400,1215,NA
Micron Technology ZION 800-2GB-A132- 2GB,38,5768,2238,NA
MSC Vertriebs GmbH CS2221042 1GB,61,3927,1922,NA
MSC Vertriebs GmbH CS2221440 1GB,37,6595,2325,NA
Mushkin 991521 (996521) 1GB,62,4817,3272,NA
Mushkin 991523 (996523) 1GB,39,6539,2050,NA
Mushkin 991523 (99652? 1GB,71,2695,2576,NA
Mushkin 991527 (996527) 1GB,51,4917,2132,NA
Mushkin 991529 (996529) 1GB,54,3969,1670,$13.55
Mushkin 991533 (996533) 512MB,45,5086,2240,NA
Mushkin 991535 (996535) 1GB,44,5104,2154,NA
Mushkin 991555 (996555) 2GB,62,3742,2318,NA
Mushkin 991556 (996556) 2GB,51,4787,2170,$17.60
Mushkin 991557 (996557) 2GB,58,4456,2279,NA
Mushkin 991557w (996557w) 2GB,47,5294,2218,NA
Mushkin 991558 (996558) 2GB,58,4378,2297,$18.07
Mushkin 991558+ (996558+) 2GB,52,4852,2564,NA
Mushkin 991558+(996558+) 2GB,48,5408,2202,NA
Mushkin 991559 (996559) 2GB,60,3780,1603,$17.46
Mushkin 991576 (996576) 1GB,50,4568,1502,$81.33*
Mushkin 991577 (996577) 2GB,89,1495,1106,$18.07
Mushkin 991578 (996578) 1GB,50,5343,2696,$85.03*
Mushkin 991580 (996580) 2GB,48,5586,2597,NA
Mushkin 991580ES996580ES 2GB,66,2630,2227,NA
Mushkin 991580w (996580w) 2GB,44,5756,2557,NA
Mushkin 991587 (996587) 2GB,49,5057,2297,NA
Mushkin 991593 (996593) 2GB,49,5447,2568,NA
Mushkin 991599 (996599) 2GB,49,5704,2713,NA
Mushkin 991612 (996612) 1GB,48,4950,2499,NA
Mushkin 991618 (996618) 2GB,60,3457,1425,$49.76*
Mushkin 991619 (996619) 2GB,54,5014,2759,NA
Mushkin 991623 (996623) 2GB,60,4664,2643,NA
Mushkin 991627 2GB,43,5919,2616,NA
Mushkin 991630 (996630) 2GB,45,5397,2091,NA
Mushkin 991656 (996656) 1GB,41,6093,2750,NA
Mushkin 991741 (996741) 4GB,53,4620,1975,$66.31
Mushkin 991756 (996756) 2GB,59,5273,2614,$18.48
Mushkin 991758 (996758) 1GB,50,4286,1971,$24.16
Mushkin 991760 (996760) 2GB,54,4581,2167,$18.97
Mushkin 991761 (996761) 2GB,50,5572,2589,$18.48
Mushkin 991762 (996762) 4GB,53,5725,2466,NA
Mushkin 991763 (996763) 4GB,44,5974,2547,$66.12
Mushkin 991777 (996777) 2GB,47,5136,2162,NA
Mushkin 991964 (996964) 2GB,65,3646,2126,$17.60
Mushkin 996599r 2GB,48,5873,3147,NA
Mushkin 996633 2GB,49,4983,2218,NA
Mushkin 996640 2GB,50,4648,1878,NA
Nanya Technology HYS72T512420EFD-3s 4GB,111,2597,2064,NA
Nanya Technology M2N1G64TU8HB0B-3C 1GB,65,3170,1028,NA
Nanya Technology M2N1G64TU8HB4B-3C 1GB,68,2938,1361,NA
Nanya Technology M2N1G64TUH8D5F-AC 1GB,91,2105,1266,NA
Nanya Technology M2N2G64TU8HD4B-AC 2GB,62,2515,1726,NA
Nanya Technology M2N2G64TU8HD5B-3C 2GB,76,2994,1273,NA
Nanya Technology M2N2G64TU8HD5B-AC 2GB,62,3591,1660,NA
Nanya Technology M2N2G64TU8HG4B-AC 2GB,52,4526,1877,NA
Nanya Technology M2N2G64TU8HG5B-AC 2GB,63,3272,1580,NA
Nanya Technology M2N2GT64TU88D4Y-AC 2GB,63,3672,1348,NA
Nanya Technology M2U51264TU88A0F-37 512MB,45,3764,1807,NA
Nanya Technology M2U51264TU88A0F-3C 1GB,53,3067,1484,NA
Nanya Technology M2U51264TU88A2B-37 512MB,81,1978,792,NA
Nanya Technology M2Y1G64TU88D6B-AC 1GB,63,3899,2135,NA
Nanya Technology M2Y1G64TU88D7B-AC 1GB,57,3880,2032,NA
Nanya Technology M2Y1G64TU88G7B-AC 1GB,69,2373,1329,NA
Nanya Technology M2Y1G64TU8HA0B-37B 1GB,57,3346,1358,NA
Nanya Technology M2Y1G64TU8HA2B-3C 1GB,52,4144,1902,NA
Nanya Technology M2Y1G64TU8HA4B-3C 1GB,58,3236,1612,NA
Nanya Technology M2Y1G64TU8HB0B-25C 1GB,51,4319,1860,NA
Nanya Technology M2Y1G64TU8HB0B-3C 1GB,58,3696,1831,NA
Nanya Technology M2Y1G64TU8HB4B-25C 1GB,50,4701,1952,NA
Nanya Technology M2Y1G64TU8HB4B-3C 1GB,63,3317,1411,NA
Nanya Technology M2Y1G64TU8HB5B-25C 1GB,51,4662,2387,NA
Nanya Technology M2Y1G64TU8HB5B-3C 1GB,49,4117,1664,NA
Nanya Technology M2Y1GH64TU8HD6B-AC 1GB,62,3747,1698,NA
Nanya Technology M2Y2G64TU8HB0J-25D 2GB,57,4465,2229,NA
Nanya Technology M2Y2G64TU8HB0J-3C 2GB,72,3226,1460,NA
Nanya Technology M2Y2G64TU8HC0B-3C 2GB,66,2969,1532,NA
Nanya Technology M2Y2G64TU8HC0B-AC 2GB,49,4520,2104,NA
Nanya Technology M2Y2G64TU8HC0B-AD 2GB,63,3855,1652,NA
Nanya Technology M2Y2G64TU8HC4B-3C 2GB,69,3583,2017,NA
Nanya Technology M2Y2G64TU8HC4B-AD 2GB,48,5310,2363,NA
Nanya Technology M2Y2G64TU8HC5B-AC 2GB,51,4169,1607,NA
Nanya Technology M2Y2G64TU8HC6B-AC 2GB,50,4747,2101,NA
Nanya Technology M2Y2G64TU8HD0B-AC 2GB,53,4462,2134,NA
Nanya Technology M2Y2G64TU8HD4B-3C 2GB,68,3821,2032,NA
Nanya Technology M2Y2G64TU8HD4B-AC 2GB,47,5656,2035,NA
Nanya Technology M2Y2G64TU8HD5B-3C 2GB,50,4191,1229,NA
Nanya Technology M2Y2G64TU8HD5B-AC 2GB,56,4410,2133,NA
Nanya Technology M2Y2G64TU8HD5B-BD 2GB,57,3950,1975,NA
Nanya Technology M2Y2G64TU8HD6B-AC 2GB,53,4601,2046,NA
Nanya Technology M2Y2G64TU8HG4B-AC 2GB,50,4619,1844,NA
Nanya Technology M2Y2G64TU8HG5B-AC 2GB,55,4369,2181,NA
Nanya Technology M2Y51264TU88B0B-3C 512MB,54,3573,1308,NA
Nanya Technology M2Y51H64TU8HB0B-3C 512MB,62,3190,1502,NA
Nanya Technology NT1GT64U88D0BY-3C 1GB,56,4094,1713,NA
Nanya Technology NT1GT64U88D0BY-AD 1GB,57,4253,1874,NA
Nanya Technology NT1GT64U8HA0BN-37B 1GB,61,2065,866,NA
Nanya Technology NT1GT64U8HA0BN-3C 1GB,67,3003,1320,NA
Nanya Technology NT1GT64U8HA0BY-37B 1GB,58,3180,1618,NA
Nanya Technology NT1GT64U8HA1BY-3C 1GB,53,3895,1637,NA
Nanya Technology NT1GT64U8HB0BN-37B 1GB,69,2969,1368,NA
Nanya Technology NT1GT64U8HB0BN-3C 1GB,66,3216,1346,NA
Nanya Technology NT1GT64U8HB0BY-25C 1GB,46,4803,1927,NA
Nanya Technology NT1GT64U8HB0BY-25D 1GB,57,4540,2104,NA
Nanya Technology NT1GT64U8HB0BY-37B 1GB,58,3061,1365,NA
Nanya Technology NT1GT64U8HB0BY-3C 1GB,55,3908,1784,NA
Nanya Technology NT1GT64UH8C0FN-3C 1GB,89,2616,1420,NA
Nanya Technology NT1GT64UH8D0FN-3C 1GB,67,2624,1454,NA
Nanya Technology NT1GT64UH8D0FN-AD 1GB,65,3377,1577,NA
Nanya Technology NT1GT72U4PA0BV-5A 1GB,57,3461,1356,NA
Nanya Technology NT1GT72U89D0BY-AD 1GB,47,5538,2438,NA
Nanya Technology NT1GT72U89D1BD-3C 512MB,107,2969,1725,NA
Nanya Technology NT1GT72U89D1BN-3C 512MB,107,3273,1885,NA
Nanya Technology NT1GT72U8PA0BY-37B 1GB,42,4480,2123,NA
Nanya Technology NT1GT72U8PA1BY-3C 1GB,49,4663,1881,NA
Nanya Technology NT1GT72U8PB0BY-25D 1GB,48,5235,2343,NA
Nanya Technology NT1GT72U8PB0BY-37B 1GB,47,4656,1614,NA
Nanya Technology NT1GT72U8PB0BY-3C 1GB,51,4476,1985,NA
Nanya Technology NT1GT72U8PB1BD-2C 1GB,80,3596,2463,NA
Nanya Technology NT1GT72U8PB1BN-3C 1GB,103,3244,1981,NA
Nanya Technology NT256T64UH4A0FN-37 256MB,68,1898,1170,NA
Nanya Technology NT256T64UH4A0FY-37 256MB,47,3547,1885,NA
Nanya Technology NT2GT64U8HB0JY-25D 2GB,61,4092,1556,NA
Nanya Technology NT2GT64U8HB0JY-3C 2GB,60,4158,1906,NA
Nanya Technology NT2GT64U8HC0BN-3C 2GB,65,3628,1517,NA
Nanya Technology NT2GT64U8HC0BN-AD 2GB,56,4403,1901,NA
Nanya Technology NT2GT64U8HD0BN-3C 2GB,70,3456,1624,NA
Nanya Technology NT2GT64U8HD0BN-AD 2GB,65,3998,1858,NA
Nanya Technology NT2GT64U8HD0BY-3C 2GB,53,4396,2014,NA
Nanya Technology NT2GT64U8HD0BY-AD 2GB,56,4732,2231,NA
Nanya Technology NT2GT72U4NA3BN-3C 2GB,109,2702,1646,NA
Nanya Technology NT2GT72U4NB1BD-2C 2GB,89,3434,2517,NA
Nanya Technology NT2GT72U4NB1BN-3C 2GB,90,2797,1971,NA
Nanya Technology NT2GT72U4PD0BV-3C 2GB,149,2459,2146,NA
Nanya Technology NT2GT72U8PB0JY-3C 2GB,58,4500,2258,NA
Nanya Technology NT2GT72U8PD0BY-AD 2GB,54,4814,2277,NA
Nanya Technology NT2GT72U8PD1BD-3C 1GB,85,3035,2055,NA
Nanya Technology NT2GT72U8PD1BN-3C 1GB,78,3022,2154,NA
Nanya Technology NT2GTT64U88B0UN-3C 2GB,72,3579,1328,NA
Nanya Technology NT4GT72U4ND0BD-AC 4GB,94,2649,2062,NA
Nanya Technology NT4GT72U4ND0BV-AD 4GB,99,3366,1967,NA
Nanya Technology NT4GT72U4ND1BD-3C 2GB,91,2882,2052,NA
Nanya Technology NT4GT72U4ND2BD-3C 4GB,95,2610,1931,NA
Nanya Technology NT4GTT72U4PB1UD-2D 4GB,111,2862,2231,NA
Nanya Technology NT4GTT72U4PB1UN-3C 2GB,94,2640,2085,NA
Nanya Technology NT512T64U88A0BY-37 512MB,47,3414,1746,NA
Nanya Technology NT512T64U88A0F-5A 512MB,50,3306,1415,NA
Nanya Technology NT512T64U88A1BY-3C 512MB,63,3039,719,NA
Nanya Technology NT512T64U88B0BY-37 512MB,61,3006,1611,NA
Nanya Technology NT512T64U88B0BY-3C 512MB,71,2831,1322,NA
Nanya Technology NT512T64UH8A0FN-37 512MB,63,1999,931,NA
Nanya Technology NT512T64UH8A1FN-37 512MB,74,2134,919,NA
Nanya Technology NT512T64UH8A1FN-3C 512MB,82,2134,1248,NA
Nanya Technology NT512T64UH8B0FN-3C 512MB,73,2574,1318,NA
Nanya Technology NT512T72U89A0FU-5A 512MB,55,3101,1465,NA
Nanya Technology NT512T72U89A1BY-3C 512MB,48,4105,1830,NA
Netlist N*D1G7A2250BFD53I2 8GB,117,2669,2019,NA
Netlist N*D517A21207FD53I5 4GB,80,2547,1995,NA
Netlist N*D517A21207FD53N1 4GB,62,2995,2287,NA
Netlist NL8126426407F-D53M 1GB,56,3846,1681,NA
Netlist NL8256421207F-D53M 2GB,60,3744,1496,NA
Netlist NL8256421207F-D64N 2GB,83,2192,1538,NA
Netlist NL825642120HF-D53M 2GB,62,3806,1607,NA
Northern Telecom CA@@@ 512MB,46,3350,1507,NA
Northern Telecom ITC 512MB,87,1904,1078,NA
"NovaTech Solutions, S.A. NA2D002G25E 2GB",64,3202,1707,NA
"NovaTech Solutions, S.A. NA2D002G30E 2GB",66,3763,1665,NA
OCZ OCZ21066NEW_BT1G 1GB,34,7582,1569,NA
OCZ OCZ25331024V 1GB,61,2644,1010,NA
OCZ OCZ25331024VP 1GB,47,3510,1835,NA
OCZ OCZ26671024ELGEGXT 1GB,44,5193,2201,NA
OCZ OCZ26671024V 1GB,64,3508,1631,NA
OCZ OCZ26671024VP 1GB,53,3491,1507,NA
OCZ OCZ26671024VSO 1GB,60,2865,1376,NA
OCZ OCZ2667512V 512MB,51,3554,1470,NA
OCZ OCZ2A8001G 1GB,48,5071,2208,NA
OCZ OCZ2B10662G 2GB,38,6678,2853,NA
OCZ OCZ2B1066LV2G 2GB,69,4355,1972,NA
OCZ OCZ2B800C42G 2GB,68,4218,2205,NA
OCZ OCZ2F10661G 1GB,64,4393,2695,NA
OCZ OCZ2F10662G 2GB,60,4952,2634,NA
OCZ OCZ2F8002G 2GB,56,5071,2312,NA
OCZ OCZ2FX11501G 1GB,42,6456,2512,NA
OCZ OCZ2FX800C31G 1GB,43,5802,2580,NA
OCZ OCZ2FXE12002G 2GB,43,6161,2664,NA
OCZ OCZ2FXT11502G 2GB,48,5843,2615,NA
OCZ OCZ2G10662G 2GB,58,5140,2728,NA
OCZ OCZ2G11001G 1GB,70,3813,2736,NA
OCZ OCZ2G8001G 1GB,53,4343,2039,NA
OCZ OCZ2G8002G 2GB,56,4896,2403,NA
OCZ OCZ2G8004G 4GB,47,5425,2447,NA
OCZ OCZ2G8008GQ 2GB,61,4785,2375,NA
OCZ OCZ2G800R21G 1GB,51,4634,2180,NA
OCZ OCZ2M8002G 2GB,61,3620,1665,NA
OCZ OCZ2MV6672G 2GB,59,3832,1661,NA
OCZ OCZ2N1000SR2G 2GB,63,5109,3375,NA
OCZ OCZ2N10661G 1GB,51,5155,2266,NA
OCZ OCZ2N1066SR1G 1GB,51,5206,2351,NA
OCZ OCZ2N800SR1G 1GB,51,4757,2036,NA
OCZ OCZ2N800SR2G 2GB,58,4767,2250,NA
OCZ OCZ2N800SRC42G 2GB,60,4925,2937,NA
OCZ OCZ2N900512 512MB,50,3743,1748,NA
OCZ OCZ2P10002G 2GB,52,5118,2646,NA
OCZ OCZ2P10662G 2GB,51,5496,2740,NA
OCZ OCZ2P1066LV2G 2GB,44,6195,3156,NA
