name,latency,read_uncached,write,price
Golden Empire 2GB DDR2 800 CAS=5 2GB,59,4205,2587,NA
Golden Empire CL3-4-4DDR2-667 512MB,54,4195,1782,NA
Golden Empire CL4-4-4 DDR2-800 2GB,56,4890,2540,NA
Golden Empire CL4-4-4DDR2-667 1GB,58,3779,1799,NA
Golden Empire CL4-4-4DDR2-800 1GB,49,5009,2379,NA
Golden Empire CL4-4-4DDR2800 4 2GB,59,3427,2185,NA
Golden Empire CL4-4-4DDR2800 5 2GB,50,5139,2351,NA
Golden Empire CL5-5-5 DDR2-1066 2GB,45,6190,3029,NA
Golden Empire CL5-5-5 DDR2-800 2GB,54,4764,2295,NA
Golden Empire CL5-5-5 DDR2800 2GB,52,4411,2014,NA
Golden Empire CL5-5-5DDR2 1GB,45,4776,2001,NA
Golden Empire CL5-5-5DDR2-1066 1GB,41,5705,2454,NA
Golden Empire CL5-5-5DDR2-667 1GB,59,3681,1504,NA
Golden Empire CL5-5-5DDR2-800 1GB,51,4381,2026,NA
Golden Empire CL5-5-5DDR21066 5 1GB,50,5372,2632,NA
Golden Empire CL5-5-5DDR2667 5 2GB,49,4659,2000,NA
Golden Empire CL5-5-5DDR2800 5 2GB,53,4882,2408,NA
Golden Empire CL6-6-6 DDR2-1066 2GB,50,4841,2185,NA
Golden Empire CL6-6-6 DDR2-800 4GB,48,5367,1841,NA
Golden Empire CL6-6-6 DDR21066 2GB,71,5074,3610,NA
Golden Empire CL6-6-6DDR21066 6 2GB,56,4743,2360,NA
Golden Empire CL6-6-6DDR2800 6 2GB,53,4718,1975,NA
Goldenmars Technology Inc. GMT20028SOX825-667 2GB,66,3268,1257,NA
Hagiwara Sys-Com HD2-646N02G 2GB,50,5015,2066,NA
Hexon Technology Pte Ltd HEXON 1GB,62,3556,1843,NA
HMD Electronics AG HMDN202GU648D806C- 2GB,55,3872,1712,NA
Hynix Semiconductor (Hyundai Electronics) 78.AAG9O.9L4 2GB,68,4052,1872,NA
Hynix Semiconductor (Hyundai Electronics) 99P5316-014.A00LF 2GB,58,4940,2325,NA
Hynix Semiconductor (Hyundai Electronics) DDR2 800 2G 2GB,71,2733,703,NA
Hynix Semiconductor (Hyundai Electronics) DMP112U6EFR6C-S6DD 1GB,57,4189,1705,NA
Hynix Semiconductor (Hyundai Electronics) DMP125U6,57,4292,1800,NA
Hynix Semiconductor (Hyundai Electronics) HMP112S6,69,3612,1865,NA
Hynix Semiconductor (Hyundai Electronics) HMP112S6EFR6C-Y5 1GB,76,2128,1323,NA
Hynix Semiconductor (Hyundai Electronics) HMP112U6,54,4660,1961,NA
Hynix Semiconductor (Hyundai Electronics) HMP125S6,64,4089,1955,NA
Hynix Semiconductor (Hyundai Electronics) HMP125S6EFR8C-Y5 2GB,90,2698,1140,NA
Hynix Semiconductor (Hyundai Electronics) HMP125S6NFR8C-S6 2GB,55,3951,1446,NA
Hynix Semiconductor (Hyundai Electronics) HMP125U6,55,4583,2166,NA
Hynix Semiconductor (Hyundai Electronics) HMP31GF7AFR4C-Y5D5 8GB,101,2665,2017,NA
Hynix Semiconductor (Hyundai Electronics) HMP31GF7EMR4C-Y5D5 4GB,111,2898,2224,NA
Hynix Semiconductor (Hyundai Electronics) HMP351S6,61,4297,1813,NA
Hynix Semiconductor (Hyundai Electronics) HMP351U6AFR8C-S6 4GB,48,5291,2233,NA
Hynix Semiconductor (Hyundai Electronics) HMP451S6MMP8C-S6 4GB,52,4826,1909,NA
Hynix Semiconductor (Hyundai Electronics) HMP525F7,118,3100,2137,NA
Hynix Semiconductor (Hyundai Electronics) HMP525F7FFP4C-Y5N3 2GB,57,3233,2179,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112F,102,2937,1921,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112F72CP8N3-Y5 512MB,91,3019,2038,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112S,72,3149,1497,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112S64CP6-Y5 1GB,65,3241,1435,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112S64CR6-S6 1GB,64,3924,1673,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112U,58,4294,1990,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112U64CP8-S5 1GB,59,3560,1702,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112U64CP8-Y5 1GB,59,3807,1752,NA
Hynix Semiconductor (Hyundai Electronics) HYMP112U72CP8-S6 1GB,50,5018,2198,NA
Hynix Semiconductor (Hyundai Electronics) HYMP124U64CP8-S6 2GB,46,5580,2470,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125A,59,3054,2440,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125F,91,2998,1991,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125F72CP8D3-S5 1GB,101,3114,2330,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125F72CP8D5-Y5 2GB,77,2996,2014,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125F72CP8N3-Y5 2GB,101,2838,1897,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125R,54,3489,1495,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125S,65,4001,1829,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125S64CP8-Y5 2GB,65,3575,1589,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125S64CR8-S6 2GB,60,3947,1672,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U,57,4163,1936,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U64AP8-Y5 2GB,50,4796,2053,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U64CP8-S5 2GB,53,4517,2210,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U64CP8-S6 2GB,55,4679,2168,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U72AP8-Y5 2GB,49,4723,1880,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U72CP8-S6 2GB,47,5347,2374,NA
Hynix Semiconductor (Hyundai Electronics) HYMP125U72CP8-Y5 2GB,48,4879,2120,NA
Hynix Semiconductor (Hyundai Electronics) HYMP151F,92,2868,1995,NA
Hynix Semiconductor (Hyundai Electronics) HYMP151F72CP4D3-S5 2GB,93,3193,2312,NA
Hynix Semiconductor (Hyundai Electronics) HYMP151F72CP4D3-Y5 2GB,86,2878,2026,NA
Hynix Semiconductor (Hyundai Electronics) HYMP151F72CP8D5-Y5 2GB,68,2784,2024,NA
Hynix Semiconductor (Hyundai Electronics) HYMP151P,91,3154,2549,NA
Hynix Semiconductor (Hyundai Electronics) HYMP164S,65,2035,1074,NA
Hynix Semiconductor (Hyundai Electronics) HYMP164U,62,3750,1773,NA
Hynix Semiconductor (Hyundai Electronics) HYMP164U64CP6-S6 512MB,52,4672,2018,NA
Hynix Semiconductor (Hyundai Electronics) HYMP325S,60,3607,1516,NA
Hynix Semiconductor (Hyundai Electronics) HYMP351F72AMP4N3Y5 4GB,91,2647,1869,NA
Hynix Semiconductor (Hyundai Electronics) HYMP351P72AMP4-Y5 4GB,94,3009,2550,NA
Hynix Semiconductor (Hyundai Electronics) HYMP351R,51,3937,1684,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512A72CP8D3-S5 1GB,52,3330,2608,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512B,93,2600,1667,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512F,100,2842,2036,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512F72BP8D2-Y5 1GB,90,3212,1849,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512F72BP8N2-Y5 1GB,78,3376,1903,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512F72BP8N3-Y5 1GB,75,2874,1945,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512F72CP8N3-Y5 1GB,87,3001,1977,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512R,50,3374,1605,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512R724-E3 1GB,61,2946,1431,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512S,67,3165,1425,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512S64BP8-C4 1GB,70,2693,1184,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512S64BP8-Y5 1GB,70,2933,1287,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512S64CP8-C4 1GB,72,2575,1097,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512S64EP8-Y5 1GB,53,4068,1740,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U,58,3718,1761,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64BP8-C4 1GB,56,3461,1619,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64BP8-S5 1GB,47,4756,2183,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64BP8-Y5 1GB,54,3944,1686,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64CP8-C4 1GB,62,3291,1650,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64CP8-S5 1GB,53,4153,1851,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64CP8-S6 1GB,49,4691,2036,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64EP8-S5 1GB,54,4421,1791,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64EP8-Y5 1GB,67,3153,1745,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U64P8-C4 1GB,57,3234,1822,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U72BP8-C4 1GB,50,3424,1710,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U72BP8-Y5 1GB,48,4647,1763,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U72CP8-S6 1GB,48,5141,2093,NA
Hynix Semiconductor (Hyundai Electronics) HYMP512U72CP8-Y5 1GB,52,4438,1883,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525B,96,2619,1544,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F,107,2609,1783,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72BP4D2-Y5 2GB,97,2687,1627,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72BP4N2-C4 2GB,124,2846,1817,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72BP4N3-Y5 2GB,96,3108,1896,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72CP4D2-Y5 2GB,89,2988,2036,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72CP4D3-Y5 2GB,77,2827,2037,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525F72CP4N3-Y5 2GB,97,3033,2054,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525P72BP4-Y5 2GB,84,4211,2753,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525P72CP4-Y5 2GB,96,2696,1939,NA
Hynix Semiconductor (Hyundai Electronics) HYMP525R72BP4-E3 2GB,51,3700,1583,NA
Hynix Semiconductor (Hyundai Electronics) HYMP532U,50,2901,1493,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564F,103,3169,1899,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564F72CP8D3-Y5 512MB,112,2817,1820,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S,70,2258,1082,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S64BP6-Y5 512MB,75,2389,1282,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S64CP6-C4 512MB,74,2231,1198,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S64CP6-Y5 512MB,66,2868,1279,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S64P6-C4 512MB,67,1761,675,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564S64P6-E3 512MB,73,1437,657,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U,49,3386,1502,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U648-C4 512MB,46,3570,1790,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64BP8-C4 512MB,61,2990,1521,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64BP8-S5 512MB,79,2798,1089,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64BP8-Y5 512MB,51,3805,1715,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64CP8-C4 512MB,66,2902,1280,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64CP8-Y5 512MB,59,3527,1528,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U64P8-E3 512MB,56,3267,1315,NA
Hynix Semiconductor (Hyundai Electronics) HYMP564U72BP8-Y5 512MB,48,4392,1819,NA
Hynix Semiconductor (Hyundai Electronics) Zhidian4GDDR800 4GB,74,3786,2387,NA
Infineon (Siemens) 64T128020HU3.7A 1GB,54,3342,1618,NA
Infineon (Siemens) 64T128021HDL3.7A 1GB,63,2599,1092,NA
Infineon (Siemens) 64T128021HDL3.7B 1GB,101,1102,325,NA
Infineon (Siemens) 64T32000HU3.7A 256MB,48,3204,1681,NA
Infineon (Siemens) 64T64000HU3.7A 512MB,49,3320,1702,NA
Infineon (Siemens) 64T64000HU5A 512MB,62,3466,1488,NA
Infineon (Siemens) 64T64020HDL3.7A 512MB,69,2044,1005,NA
Infineon (Siemens) 64T64020HDL5A 512MB,65,1741,713,NA
Infineon (Siemens) 72T128000HR5A 1GB,52,3517,1569,NA
Infineon (Siemens) 72T128020HU3SA 1GB,49,4052,1803,NA
Infineon (Siemens) 72T128420HFN3.7A 1GB,56,2913,1788,NA
Infineon (Siemens) 72T256220HR5A 2GB,65,2869,1398,NA
Infineon (Siemens) 72T64000HFN3.7A 512MB,59,2507,1557,NA
Infineon (Siemens) 72T64000HR5A 512MB,51,3622,1453,NA
Infineon (Siemens) AET660SD00-370A98X 512MB,81,1346,504,NA
Infineon (Siemens) AET660UD00-370A98X 512MB,47,3411,1560,NA
Infineon (Siemens) AET660UD00-370A98Z 512MB,72,1101,906,NA
Infineon (Siemens) AET760UD00-370A08X 1GB,47,3976,1782,NA
Infineon (Siemens) AET760UD00-370A98Z 1GB,37,4224,2231,NA
Intg. Silicon Solutions MLLSE 800 2GB 2GB,50,4139,1701,NA
KINGBOX Technology Co. Ltd. KINGBOX 2GB,47,4781,1949,NA
Kingmax Semiconductor KLBC28F-A8KB4 512MB,80,2019,998,NA
Kingmax Semiconductor KLBD48F-A8KB4 1GB,58,2916,1165,NA
Kingmax Semiconductor KLCC28F-A8KB5 512MB,63,2742,1416,NA
Kingmax Semiconductor KLCC28F-A8KI5 512MB,69,2761,1080,NA
Kingmax Semiconductor KLCC28F-A8KL5 512MB,53,4118,1572,NA
Kingmax Semiconductor KLCD48F-A8KB5 1GB,65,2866,1540,NA
Kingmax Semiconductor KLCD48F-A8KL5 1GB,66,2967,1349,NA
Kingmax Semiconductor KLCD48F-A8ME5 1GB,65,3334,1228,NA
Kingmax Semiconductor KLCD48F-B8KB5 1GB,62,3316,1518,NA
Kingmax Semiconductor KLCD48F-B8KU5Y 1GB,55,4139,1766,NA
Kingmax Semiconductor KLCD48F-B8KW5 1GB,67,2996,1313,NA
Kingmax Semiconductor KLCD48F-B8KY5 1GB,56,4252,1895,NA
Kingmax Semiconductor KLCE88F-B8KB5 2GB,55,4637,2347,NA
Kingmax Semiconductor KLCE88F-B8KU5 2GB,55,3899,1611,NA
Kingmax Semiconductor KLCE88F-B8KW5 2GB,51,3573,1741,NA
Kingmax Semiconductor KLDC28F-A8KB5 512MB,70,2306,1357,NA
Kingmax Semiconductor KLDD48F-A8KB5 1GB,55,3973,2022,NA
Kingmax Semiconductor KLDD48F-A8KI5 1GB,59,4091,2381,NA
Kingmax Semiconductor KLDD48F-B8HS5 1GB,54,4287,1753,NA
Kingmax Semiconductor KLDD48F-B8HS5Y 1GB,43,5668,2357,NA
Kingmax Semiconductor KLDD48F-B8KB5 1GB,52,4134,1781,NA
Kingmax Semiconductor KLDD48F-B8KB5Y 1GB,50,4354,1752,NA
Kingmax Semiconductor KLDD48F-B8KU5 1GB,61,3607,1669,NA
Kingmax Semiconductor KLDD48F-B8KU5Y 1GB,47,4474,1874,NA
Kingmax Semiconductor KLDD48F-B8KW5 1GB,47,5067,1820,NA
Kingmax Semiconductor KLDD48F-B8KW6 1GB,51,3814,1291,NA
Kingmax Semiconductor KLDD48F-B8KY6 1GB,58,3960,1798,NA
Kingmax Semiconductor KLDD48F-B8MO5 1GB,61,3218,1661,NA
Kingmax Semiconductor KLDD48F-B8NU5 1GB,70,3273,1335,NA
Kingmax Semiconductor KLDE88F-B8HS5 2GB,53,4390,2275,NA
Kingmax Semiconductor KLDE88F-B8HS5Y 2GB,48,4380,1748,NA
Kingmax Semiconductor KLDE88F-B8K16 2GB,65,2830,1524,NA
Kingmax Semiconductor KLDE88F-B8KB5 2GB,54,4285,2021,NA
Kingmax Semiconductor KLDE88F-B8KN5 2GB,60,3791,2003,NA
Kingmax Semiconductor KLDE88F-B8KU5 2GB,59,4201,2095,NA
Kingmax Semiconductor KLDE88F-B8KU5Y 2GB,62,4337,1960,NA
Kingmax Semiconductor KLDE88F-B8KU6 2GB,62,3626,1943,NA
Kingmax Semiconductor KLDE88F-B8KW6 2GB,56,4456,2141,NA
Kingmax Semiconductor KLDE88F-B8KX5 2GB,55,3729,1601,NA
Kingmax Semiconductor KLDE88F-B8KY6 2GB,60,4031,1920,NA
Kingmax Semiconductor KLDE88F-B8MN5 2GB,74,3249,917,NA
Kingmax Semiconductor KLDE88F-B8MO5 2GB,52,4723,2201,NA
Kingmax Semiconductor KLDE88F-B8NU5 2GB,56,4322,2168,NA
Kingmax Semiconductor KLEC28F-A8KI5 512MB,49,4552,1993,NA
Kingmax Semiconductor KLED48F-A8KI5 1GB,46,5411,2452,NA
Kingmax Semiconductor KLED48F-B8 1GB,46,5356,2490,NA
Kingmax Semiconductor KLED48F-B8KO6 1GB,53,3933,1905,NA
Kingmax Semiconductor KLED48F-B8KS6 1GB,51,5359,2631,NA
Kingmax Semiconductor KLED48F-B8KU6 1GB,53,4683,2112,NA
Kingmax Semiconductor KLEE88F-B8 2GB,49,5260,2562,NA
Kingmax Semiconductor KLEE88F-B8KO6 2GB,75,4428,2380,NA
Kingmax Semiconductor KLEE88F-B8KS6 2GB,40,5460,2027,NA
Kingmax Semiconductor KLEE88F-B8KU6 2GB,49,5347,2505,NA
Kingmax Semiconductor KSCD48F-A8KB5 1GB,95,2916,1066,NA
Kingmax Semiconductor KSCD48F-B8HS5 1GB,73,1843,580,NA
Kingmax Semiconductor KSCD48F-B8KB5 1GB,56,3415,1546,NA
Kingmax Semiconductor KSCE88F-B8KB5 2GB,75,2893,1186,NA
Kingmax Semiconductor KSDD48F-B8KW5 1GB,68,2049,649,NA
Kingmax Semiconductor KSDE88F-B8KW5 2GB,68,3012,934,NA
Kingston 1G-UDIMM 1GB,56,3493,1590,NA
Kingston 2G-UDIMM 2GB,53,5035,2460,NA
Kingston 39P5429-006.AO-Ls 2GB,51,4892,2210,NA
Kingston 39P5429-006.AO-Ls- 2GB,46,5226,2150,NA
Kingston 39P5429-006.AOOLF 2GB,46,5827,2652,NA
Kingston 64T256020EU2.5C2 2GB,48,5065,2102,NA
Kingston 64T256800EU2.OC 2GB,83,4105,2160,NA
Kingston 94Z477400EU5.OC 2GB,37,7186,3144,NA
Kingston 9905230-033.A00LF 1GB,73,2591,1046,NA
Kingston 9905272-027.A00LF 1GB,75,1917,737,NA
Kingston 9905293-014.A00LF 1GB,75,2021,867,NA
Kingston 9905293-040.A00LF 1GB,71,2277,989,NA
Kingston 9905295-015.A00LF 1GB,70,2567,1288,NA
Kingston 9905295-015.B00LF 1GB,68,2883,1263,NA
Kingston 9905295-018.B00LF 1GB,61,2580,1062,NA
Kingston 9905295-019.B00LF 1GB,82,2466,985,NA
Kingston 9905295-020.B00LF 1GB,134,2042,1239,NA
Kingston 9905295-024.B00LF 1GB,63,3154,1270,NA
Kingston 9905295-025.B00LF 1GB,73,2651,1114,NA
Kingston 9905295-031.B00LF 1GB,68,1953,878,NA
Kingston 9905295-038.B00LF 1GB,56,2690,1370,NA
Kingston 9905295-042.A00LF 2GB,65,3431,1451,NA
Kingston 9905295-045.A01LF 2GB,73,3100,1313,NA
Kingston 9905295-046.A01LF 2GB,65,2749,1211,NA
Kingston 9905295-051.A00LF 2GB,65,3788,1686,NA
Kingston 9905295-052.A00LF 2GB,62,4154,1672,NA
Kingston 9905295-052.AH0LF 2GB,56,3434,1359,NA
Kingston 9905295-055.A00LF 2GB,60,3320,1498,NA
Kingston 9905295-056.A00LF 2GB,47,4757,1983,NA
Kingston 9905295-066.A00LF 1GB,60,2954,1364,NA
Kingston 9905315-003.A02LF 512MB,62,2560,1454,NA
Kingston 9905315-005.A01LF 512MB,67,2971,1349,NA
Kingston 9905315-005.A02LF 512MB,62,3253,1525,NA
Kingston 9905315-080.A00LF 512MB,65,3304,2445,NA
Kingston 9905315-106.A00LF 1GB,64,3237,1763,NA
Kingston 9905315-121.A00LF 1GB,56,4200,2152,NA
Kingston 9905315-124.A00LF 1GB,76,4077,2296,NA
Kingston 9905315-136.A00LF 1GB,47,5148,2275,NA
Kingston 9905316-004.A03LF 1GB,50,3405,1554,NA
Kingston 9905316-004.AH3LF 1GB,57,3357,896,NA
Kingston 9905316-005.A04LF 1GB,59,3698,1694,$45.00
Kingston 9905316-005.A04LFH 1GB,60,3523,1585,NA
Kingston 9905316-005.AH4LF 1GB,54,3586,1498,NA
Kingston 9905316-017.A00LF 2GB,56,3875,1414,NA
Kingston 9905316-025.A02LF 1GB,53,4568,1895,NA
Kingston 9905316-026.A01LF 1GB,53,4595,2025,NA
Kingston 9905316-056.A01LF 1GB,51,3904,1719,NA
Kingston 9905316-068.A00LF 1GB,78,1963,1691,NA
Kingston 9905316-068.A01LF 1GB,82,2387,1721,NA
Kingston 9905316-076.A00LF 1GB,42,5805,2221,NA
Kingston 9905316-084.A00LF 1GB,50,4498,2075,NA
Kingston 9905316-092.A00LF 1GB,61,3867,1868,NA
Kingston 9905316-105.A00LF 1GB,70,2829,1635,NA
Kingston 9905316-106.A02LF 1GB,55,4878,2475,NA
Kingston 9905316-128.A02LF 1GB,99,1929,1071,NA
Kingston 9905316-131.A00LF 1GB,68,3569,2079,NA
Kingston 9905316-131.A01LF 1GB,54,4003,2041,NA
Kingston 9905316-132.A00LF 2GB,44,5624,2298,NA
Kingston 9905316-132.A01LF 2GB,59,4233,1982,NA
Kingston 9905316-152.A00LF 2GB,64,3870,1754,NA
Kingston 9905316-152.A01LF 2GB,57,4696,2252,NA
Kingston 9905316-153.A00LF 4GB,51,5470,2600,NA
Kingston 9905316-173.A00LF 2GB,59,4855,2451,NA
Kingston 9905316-174.A00LF 2GB,62,4492,2413,NA
Kingston 9905316-175.A00LF 2GB,55,4810,2326,NA
Kingston 9905316-176.A00LF 2GB,40,6425,2651,NA
Kingston 9905316-192.A00LF 4GB,57,5154,2621,NA
Kingston 9905316-402.A00LF 2GB,49,4878,2097,NA
Kingston 9905321-001.A03LF 1GB,42,3491,1840,NA
Kingston 9905321-002.A02LF 1GB,52,4316,1973,NA
Kingston 9905321-005.A00LF 1GB,81,3897,2215,NA
Kingston 9905321-008.A00LF 2GB,64,3719,2077,NA
Kingston 9905321-019.A00LF 2GB,55,4102,2433,NA
Kingston 9905321-024.A00LF 1GB,45,4124,2025,NA
Kingston 9905321-026.A00LF 2GB,47,5059,2219,NA
Kingston 9905321-031.A00LF 2GB,54,4669,2226,NA
Kingston 9905321-032.A00LF 2GB,52,4704,2290,NA
Kingston 9905321-035.A00LF 2GB,55,5136,2770,NA
Kingston 9905399-003.A00LF 1GB,59,3266,1474,NA
Kingston 9905403-001.A03LF- 2GB,51,4158,1897,NA
Kingston 9905403-001.A03Ls- 2GB,58,4579,2192,NA
Kingston 9905429-002.A00LF 1GB,53,4146,1763,NA
Kingston 9905429-005.A01LF 1GB,63,3141,1592,NA
Kingston 9905429-008.A01LF 2GB,57,4442,2141,NA
Kingston 9905431-001.A02LF 1GB,55,4217,1961,NA
Kingston 9965341-010.A00LF 1GB,53,3466,1721,NA
Kingston 99C5316-019.A00LF 1GB,52,4594,2329,NA
Kingston 99C5316-026.A00LF 1GB,53,4613,1953,NA
Kingston 99P5316-014.A00LF 4GB,76,3872,2279,NA
Kingston 99P5429-006.A00LF 1GB,49,6566,3638,NA
Kingston 99P5429-006.AL00F 2GB,60,4048,2151,NA
Kingston 99P5429-008.A03LF 2GB,68,4291,2138,NA
Kingston 99P5429-014.A00LF 2GB,49,4476,2061,NA
Kingston 99P5439-006.A00LF 2GB,73,2464,1620,NA
Kingston 99P5471-013.A00DT 4GB,77,3976,2776,NA
Kingston 99P5471-070.A00LF 2GB,52,4975,2191,NA
Kingston 99U5230-008.A00LF 1GB,60,3572,1595,NA
Kingston 99U5293-009.A00LF 1GB,80,1871,968,NA
Kingston 99U5293-012.A00LF 1GB,77,1878,825,NA
Kingston 99U5293-016.A00LF 1GB,95,1795,1300,NA
Kingston 99U5293-020.A00LF 1GB,69,1902,949,NA
Kingston 99U5293-033.A00LF 1GB,75,1677,728,NA
Kingston 99U5295-001.B00LF 1GB,82,1518,587,NA
Kingston 99U5295-008.B00LF 1GB,70,2978,1085,NA
Kingston 99U5295-011.A00LF 2GB,64,3222,1380,NA
Kingston 99U5295-012.A00LF 1GB,68,2401,1109,NA
Kingston 99U5295-013.A00LF 2GB,70,3393,1322,NA
Kingston 99U5295-018.A00LF 2GB,62,3813,1884,NA
Kingston 99U5295-021.A00LF 2GB,58,3888,1683,NA
Kingston 99U5295-022.A00LF 2GB,64,3350,1517,NA
Kingston 99U5315-010.A00LF 512MB,68,2679,1243,NA
Kingston 99U5315-012.A00LF 512MB,63,3219,1435,NA
Kingston 99U5315-028.A00LF 512MB,78,2101,1324,NA
Kingston 99U5315-033.A00LF 1GB,53,4816,2191,NA
Kingston 99U5315-035.A00LF 1GB,60,3305,1460,NA
Kingston 99U5315-039.A00LF 1GB,56,4848,2589,NA
Kingston 99U5315-043.A00LF 1GB,60,4671,2749,NA
Kingston 99U5315-045.A00LF 1GB,47,5037,2241,NA
Kingston 99U5315-046.A00LF 1GB,65,3057,1685,NA
Kingston 99U5315-053.A00LF 1GB,52,4722,2337,NA
Kingston 99U5315-054.A00LF 1GB,43,5251,2419,NA
Kingston 99U5315-055.A00LF 1GB,54,4645,2179,NA
Kingston 99U5315-056.A00LF 1GB,59,5320,1490,NA
Kingston 99U5316-001.A02LF 1GB,61,3378,1507,NA
Kingston 99U5316-002.A02LF 1GB,67,2718,1492,NA
Kingston 99U5316-010.A00LF 1GB,59,3585,1629,NA
Kingston 99U5316-011.A01LF 1GB,53,3573,1667,NA
Kingston 99U5316-013.A00LF 1GB,50,4086,2122,NA
Kingston 99U5316-017.A00LF 1GB,56,3273,1557,NA
Kingston 99U5316-028.A00LF 1GB,57,4140,1889,NA
Kingston 99U5316-033.A00LF 2GB,54,4816,2276,NA
Kingston 99U5316-058.A00LF 2GB,43,5275,1944,NA
Kingston 99U5429-003.A00LF 1GB,60,3904,2013,NA
Kingston 99U5429-005.A00LF 1GB,59,3609,1786,NA
Kingston 99U5429-006.A00LF 1GB,70,4074,2533,NA
Kingston 99U5429-007.A00LF 2GB,59,4346,2118,NA
Kingston 99U5431-004.A00LF 1GB,58,4245,2131,NA
Kingston ACR128X64D2S800C6 1GB,81,1736,1027,NA
Kingston ACR128X64D2U800C6L 1GB,82,2664,1328,NA
Kingston ACR256X64D2S800C6 2GB,71,3791,1941,NA
Kingston ACR256X64D2U800C6L 2GB,60,4233,2173,NA
Kingston DDR2 PC800MHz 2GB,127,2702,1531,NA
Kingston DGM431NABINTD1F 2GB,100,2798,2102,NA
